work_key,doi,venue,axis,lens,device_class,architecture,field,value,unit,source_quotation,text_basis
10.1021/acsaem.6c02041,10.1021/acsaem.6c02041,ACS Applied Energy Materials,defects,experimental,single_junction,unknown,pce_champion,22.6,%,"Consequently, the power conversion efficiency (PCE) of PFAA-modified devices is elevated from 20.71 to 22.60%, relative to the unmodified counterparts.",abstract
10.1002/aenm.71474,10.1002/aenm.71474,Advanced Energy Materials,composition,experimental,single_junction,unknown,pce_champion,26.21,%,"This leads to an open‐circuit voltage of 1.22 V (only 49 mV behind the theoretical limit), achieving a power conversion efficiency (PCE) up to 26.21%",abstract
10.1002/advs.76950,10.1002/advs.76950,Advanced Science,interfaces,scale_up,single_junction,p-i-n,pce_champion,23.14,%,"The champion mini‐module with an aperture area of 29.7 cm 2 realizes a PCE of 23.14% with an FF of 83.11%, highlighting the potential of",abstract
10.1002/advs.76950,10.1002/advs.76950,Advanced Science,interfaces,scale_up,single_junction,p-i-n,active_area_cm2,29.7,cm2,"The champion mini‐module with an aperture area of 29.7 cm 2 realizes a PCE of 23.14% with an FF of 83.11%, highlighting the potential of",abstract
10.1093/nsr/nwag484,10.1093/nsr/nwag484,National Science Review,defects,experimental,single_junction,unknown,pce_champion,26.54,%,"employing 4-Isopropyl-4’-methyldiphenyliodonium tetrakis(pentafluorophenyl) borate as a stable p-dopant for the hole transport layer, the resulting device achieves a champion power conversion efficiency (PCE) of 26.54%",abstract
10.1093/nsr/nwag484,10.1093/nsr/nwag484,National Science Review,defects,experimental,single_junction,unknown,pce_certified,26.03,%,"p-dopant for the hole transport layer, the resulting device achieves a champion power conversion efficiency (PCE) of 26.54% and a certified steady-state efficiency of 26.03%.",abstract
10.1002/smll.75068,10.1002/smll.75068,Small,scale_up,scale_up,module,module,pce_certified,17.35,%,delivers a laboratory PCE of 18.69% and a certified PCE of 17.35%,abstract
10.1002/smll.75068,10.1002/smll.75068,Small,scale_up,scale_up,module,module,active_area_cm2,61.2,cm2,the champion large‐area flexible module with an aperture area of 61.2 cm 2,abstract
10.1002/solr.70454,10.1002/solr.70454,Solar RRL,defects,experimental,single_junction,unknown,pce_champion,14.13,%,the incorporation of TPPO boosts the PCE of TPSCs to 14.13%,abstract
10.1002/solr.70454,10.1002/solr.70454,Solar RRL,defects,experimental,single_junction,unknown,t80_h,720,h,the optimized devices retain 80% of their initial efficiency after 720 h,abstract
10.1021/acsami.6c11467,10.1021/acsami.6c11467,ACS Applied Materials & Interfaces,interfaces,experimental,single_junction,p-i-n,pce_champion,25.03,%,the prepared PSCs with m-FBC modification achieved a high PCE of 25.03%,abstract
10.1016/j.jcis.2026.141449,10.1016/j.jcis.2026.141449,Journal of Colloid and Interface Science,composition,experimental,single_junction,unknown,pce_champion,22.73,%,the perovskite solar cells regulated by 4Cl-PA achieved a champion PCE of 22.73% and a Jsc of 25.75 mA cm-2,abstract
10.1126/sciadv.aec3096,10.1126/sciadv.aec3096,Science Advances,stability,experimental,single_junction,p-i-n,pce_champion,26.76,%,enabling a power conversion efficiency (PCE) of 26.76% (certified 26.45%) in PSCs,abstract
10.1126/sciadv.aec3096,10.1126/sciadv.aec3096,Science Advances,stability,experimental,single_junction,p-i-n,pce_certified,26.45,%,enabling a power conversion efficiency (PCE) of 26.76% (certified 26.45%) in PSCs,abstract
10.1002/advs.77051,10.1002/advs.77051,Advanced Science,composition,experimental,single_junction,unknown,pce_champion,16.02,%,the power conversion efficiency of tin PSCs increases from 13.21% to 16.02%,abstract
10.1021/acsami.6c07537,10.1021/acsami.6c07537,ACS Applied Materials & Interfaces,scale_up,scale_up,single_junction,unknown,pce_champion,18.2,%,yielding an increased power conversion efficiency from 17.4 to 18.2%,abstract
10.1021/acsami.6c11057,10.1021/acsami.6c11057,ACS Applied Materials & Interfaces,composition,experimental,single_junction,unknown,pce_champion,9.29,%,Their devices deliver a power conversion efficiency of 9.29% (reference: 7.99%),abstract
10.1021/acsaem.6c01031,10.1021/acsaem.6c01031,ACS Applied Energy Materials,composition,experimental,single_junction,unknown,pce_champion,15.5,%,"Under solar and indoor illumination, maximum power conversion efficiencies of 15.5 and 30%, respectively, are achieved",abstract
10.1021/acs.nanolett.6c03508,10.1021/acs.nanolett.6c03508,Nano Letters,architecture,experimental,all_perovskite_tandem,unknown,pce_champion,17.6,%,the optimized FAxCs1-xPbI3 PQD device delivers a champion efficiency of 17.6% (certified value of 16.98%),abstract
10.1021/acs.nanolett.6c03508,10.1021/acs.nanolett.6c03508,Nano Letters,architecture,experimental,all_perovskite_tandem,unknown,pce_certified,16.98,%,the optimized FAxCs1-xPbI3 PQD device delivers a champion efficiency of 17.6% (certified value of 16.98%),abstract
10.1021/acsami.6c13903,10.1021/acsami.6c13903,ACS Applied Materials & Interfaces,defects,experimental,single_junction,p-i-n,pce_champion,20.98,%,the inverted perovskite solar cells (PSCs) with SBF-3-py or SBF-4-py treatment acquire a remarkably high power conversion efficiency (PCE) of 20.65 or 20.98% with low,abstract
10.1016/j.solener.2026.114961,10.1016/j.solener.2026.114961,Solar Energy,composition,experimental,single_junction,unknown,pce_champion,0.53,%,"yielding power conversion efficiencies up to 0.53%, fill factor 0.63 and short-circuit current density 1.68 mA cm −2",abstract
10.1002/advs.76791,10.1002/advs.76791,Advanced Science,composition,experimental,single_junction,unknown,pce_champion,19.29,%,we achieved a wide-bandgap perovskite solar cell with a significantly improved power conversion efficiency of 19.29%,abstract
10.1021/acsami.6c07884,10.1021/acsami.6c07884,ACS Applied Materials & Interfaces,interfaces,experimental,single_junction,p-i-n,pce_champion,26.28,%,DBS-treated inverted PSCs achieve a champion power conversion efficiency of 26.28% with a high open-circuit voltage of 1.191 V,abstract
10.1038/s43246-026-01321-8,10.1038/s43246-026-01321-8,Communications Materials,scale_up,experimental,all_perovskite_tandem,tandem_2T,pce_champion,27.7,%,"We further validate the approach in 25 cm² single-junction minimodules and perovskite/silicon tandem devices, achieving power conversion efficiencies of 18.1% and 27.7%, respectively.",abstract
10.1038/s43246-026-01321-8,10.1038/s43246-026-01321-8,Communications Materials,scale_up,experimental,all_perovskite_tandem,tandem_2T,active_area_cm2,25,cm2,We further validate the approach in 25 cm² single-junction minimodules and perovskite/silicon tandem devices,abstract
10.26434/chemrxiv.15007814/v1,10.26434/chemrxiv.15007814/v1,ChemRxiv,defects,experimental,single_junction,unknown,pce_champion,22.19,%,driving a ~10% relative increase in PCE from 20.13% (control) to 22.19%,abstract
10.26434/chemrxiv.15008059/v1,10.26434/chemrxiv.15008059/v1,ChemRxiv,defects,experimental,single_junction,n-i-p,pce_champion,20.31,%,deliver an enhanced power conversion efficiency of 20.31 %,abstract
10.48550/arxiv.2608.29341,10.48550/arxiv.2608.29341,arXiv (Cornell University),composition,theory,single_junction,unknown,pce_champion,26.06,%,"the optimized device achieved a peak PCE of 26.06%, with a short-circuit current density (Jsc) of 28.98 mA/cm2, an open-circuit voltage (Voc) of 1.051 V,",abstract
10.22541/authorea.15007746/v1,10.22541/authorea.15007746/v1,,interfaces,experimental,single_junction,unknown,pce_champion,25.13,%,the optimized devices deliver a champion power conversion efficiency (PCE) of 25.13% with an outstanding open-circuit voltage (Voc) of 1.187 V,abstract
