work_key,doi,title,venue,venue_type,publication_date,type,lang,axis_primary,axis_secondary,lens,mechanism_centrality,first_author_institution,cited_by_count,oa_status,in_depth_tier
10.1360/csb-2026-0763,10.1360/csb-2026-0763,Molecular‑templated pre‑assembly strategy: addressing the reverse‑bias stability challenge of perovskite photovoltaics,Chinese Science Bulletin (Chinese Version),journal,2026-07-06,article,en,composition,,experimental,0.0,Shenzhen Institutes Of Advanced Technology,0,bronze,0
10.1016/j.materresbull.2026.114327,10.1016/j.materresbull.2026.114327,A binary solvent strategy regulated by the aqueous component: A simplified pathway to high-performance and stable CsPbBr₃ perovskite cells,Materials Research Bulletin,journal,2026-07-06,article,en,composition,,experimental,0.0,Guangdong University Of Technology,0,closed,0
10.54254/2753-8818/2026.dl35051,10.54254/2753-8818/2026.dl35051,Research Progress on Ultrafast Dynamics of Hot Carriers in Halide Perovskites: A Review,Theoretical and Natural Science,journal,2026-07-06,article,en,composition,,review,0.0667,Shanghai University Of Electric Power,0,hybrid,0
10.59953/paperasia.v42i3b.978,10.59953/paperasia.v42i3b.978,Simulation and Numerical Analysis Performance for Double Absorber Lead-Free Perovskite Solar Cell Using SCAPS-1D Software,PaperAsia,journal,2026-07-06,article,en,composition,interfaces,theory,0.1,Universiti Teknologi Mara System,0,diamond,0
10.3390/chemistry8070094,10.3390/chemistry8070094,A Comprehensive Review on Hydrothermally Tuning SrTiO3 for Efficient Photocatalytic Applications: Water Remediation and Water Splitting,Chemistry,journal,2026-07-06,article,en,,,,,Woxsen,0,gold,0
10.1002/smtd.70827,10.1002/smtd.70827,Dielectric‐Chemical Interfacial Engineering Toward Improved Efficiency and Reverse‐Bias Stability for Air‐Processed Perovskite Photovoltaics,Small Methods,journal,2026-07-06,article,en,stability,,experimental,0.1818,Wuhan University Of Technology,0,green,0
10.5445/ir/1000194996,10.5445/ir/1000194996,BaZrS$_3$ perovskite thin films by H$_2$S sulfurization of solution-processed precursors,KITopen,repository,2026-07-06,article,en,composition,,experimental,0.0,,0,green,0
10.1021/acsami.6c02800,10.1021/acsami.6c02800,Dual Additives toward High-Performance Wide-Bandgap Perovskite Solar Cells,ACS Applied Materials & Interfaces,journal,2026-07-06,article,en,defects,,experimental,0.1136,National,0,closed,0
10.1088/1402-4896/ae86c5,10.1088/1402-4896/ae86c5,Construction and crystallization regulation of an all-green solvent system based on DEF/DMSO,Physica Scripta,journal,2026-07-06,article,en,composition,,experimental,0.05,Beijing Information Science & Technology University,0,closed,0
10.1063/5.0321693,10.1063/5.0321693,Constructing 3D/2D perovskite heterostructures for boosting photodetection performance,Applied Physics Reviews,journal,2026-07-06,article,en,composition,,review,0.0667,The University Of Sydney,0,hybrid,1
10.1002/ange.7090517,10.1002/ange.7090517,Molecular Lubricant Mitigates Self‐Assembled Monolayer Aggregation in Perovskite Photovoltaics,Angewandte Chemie,journal,2026-07-06,article,en,interfaces,stability,experimental,0.06,Soochow University,0,closed,0
10.1002/anie.7090517,10.1002/anie.7090517,Molecular Lubricant Mitigates Self‐Assembled Monolayer Aggregation in Perovskite Photovoltaics,Angewandte Chemie International Edition,journal,2026-07-06,article,en,interfaces,stability,experimental,0.06,Soochow University,0,closed,1
10.1002/smll.74393,10.1002/smll.74393,Improved Charge Transport and Device Performance in p‐i‐n Carbon Electrode Perovskite Solar Cells Using SiC‐APTES Additive,Small,journal,2026-07-06,article,en,interfaces,,experimental,0.08,Xiamen University Malaysia,0,hybrid,0
10.1002/anie.2884874,10.1002/anie.2884874,Suppressing Interfacial‐Accelerated Degradation in Perovskite Solar Cells via Supramolecular Co‐Assembly,Angewandte Chemie International Edition,journal,2026-07-06,article,en,interfaces,stability,experimental,0.04,Yunnan University,0,closed,1
10.3390/coatings16070805,10.3390/coatings16070805,Optimization of Tin Fluoride Additive Concentration for High-Performance Sn–Pb Perovskite Solar Cells,Coatings,journal,2026-07-06,article,en,defects,,experimental,0.1136,Dongguan University Of Technology,0,gold,0
10.1016/j.solener.2026.114838,10.1016/j.solener.2026.114838,Rational band offset engineering in perovskite solar cells through HTL-side bandgap grading,Solar Energy,journal,2026-07-06,article,en,interfaces,,theory,0.16,Iran University Of Science And Technology,0,hybrid,1
10.1002/ange.4031162,10.1002/ange.4031162,Perylenocarbazole‐Based Polycyclic Aromatic Self‐Assembled Monolayers with Tailored Electrostatic Potentials for High‐Performance Organic and Perovskite Solar Cells,Angewandte Chemie,journal,2026-07-06,article,en,interfaces,,experimental,0.1,Jiangxi Normal University,0,closed,0
10.1016/j.solmat.2026.114548,10.1016/j.solmat.2026.114548,"Mo3C2Tx MXene mediated SnO2 engineering for simultaneous control of wettability, conductivity, and work function for efficient and stable perovskite solar cells",Solar Energy Materials and Solar Cells,journal,2026-07-06,article,en,composition,,experimental,0.0,,0,hybrid,0
10.1021/acsenergylett.6c01826,10.1021/acsenergylett.6c01826,Multidentate Phosphine Oxide Ligands for Regulating Surface Coordination and Electronic Coupling in CsPbI3 Quantum Dot Solar Cells,ACS Energy Letters,journal,2026-07-06,article,en,defects,,experimental,0.1818,Soochow University,0,closed,1
10.1007/s11664-026-12986-9,10.1007/s11664-026-12986-9,"Tuning Electronic and Optical Properties of InBeX3 (X = F, Cl, Br, I) Perovskites Through Halide Substitution: A First-Principles Study",Journal of Electronic Materials,journal,2026-07-06,article,en,composition,,theory,0.0,Chandigarh University,0,closed,0
10.3390/coatings16070807,10.3390/coatings16070807,Stepwise Optimization of Antisolvent Dripping and Annealing Times for High-Efficiency Inverted Perovskite Solar Cells,Coatings,journal,2026-07-06,article,en,defects,,experimental,0.0455,Guangdong University Of Technology,0,gold,0
10.1186/s41313-026-00081-9,10.1186/s41313-026-00081-9,"Composition-tuned multifunctionality in Rb₂AgXCl₆ (X = Ti, Sb, In) double perovskites: a first-principles study",Journal of Materials Science Materials Theory,journal,2026-07-06,article,en,composition,,theory,0.05,Swami Vivekanand Subharti University,0,hybrid,0
10.1016/j.solener.2026.114851,10.1016/j.solener.2026.114851,Functionalized reduced graphene oxide electrodes for stable lead-free tin perovskite solar cells,Solar Energy,journal,2026-07-06,article,en,composition,,experimental,0.2,,0,closed,0
10.1063/5.0317568,10.1063/5.0317568,Crystallinity-guided dual modification of wide bandgap perovskite for efficient four-terminal perovskite/silicon tandem solar cells,Applied Physics Letters,journal,2026-07-06,article,en,defects,architecture,experimental,0.1591,Central South University,0,closed,0
10.1021/acsami.6c02800.s001,10.1021/acsami.6c02800.s001,Dual Additives toward High-Performance Wide-Bandgap Perovskite Solar Cells,Figshare,repository,2026-07-06,article,en,defects,,experimental,0.1136,,0,green,0
10.1007/s40843-026-4137-3,10.1007/s40843-026-4137-3,A new strategy for buried 2D/3D heterojunctions in perovskite solar cells,Science China Materials,journal,2026-07-06,article,en,composition,,experimental,0.0,Southern University Of Science And Technology,0,closed,0
10.1016/j.nanoen.2026.112186,10.1016/j.nanoen.2026.112186,Intra- and inter-layer molecular bridging within SnO2 and across the buried interface for durable perovskite solar cells,Nano Energy,journal,2026-07-07,article,en,interfaces,,experimental,0.2,Southwest Jiaotong University,0,closed,0
10.1021/acsami.6c06661,10.1021/acsami.6c06661,Metallic Lead to Perfect Perovskite: A Bottom-Up Vapor-Assisted Colloidal Strategy for High-Performance Solar Cells,ACS Applied Materials & Interfaces,journal,2026-07-07,article,en,composition,,experimental,0.0,Tianjin University Of Technology,0,closed,0
10.1021/acsaem.6c01370,10.1021/acsaem.6c01370,Simultaneous Enhancement of Efficiency and Photostability in Wide-Bandgap Perovskite Solar Cells via Managing Residual PbI2 with a Phosphoramide Additive,ACS Applied Energy Materials,journal,2026-07-07,article,en,composition,,experimental,0.0667,East China University Of Science And Technology,0,closed,1
10.1021/acsenergylett.6c01113,10.1021/acsenergylett.6c01113,Preventing Triple Halide Intermediate Formation for Segregation-Resistant Wide Band Gap Perovskites,ACS Energy Letters,journal,2026-07-07,article,en,composition,,experimental,0.0833,Huazhong University Of Science And Technology,0,hybrid,1
10.1021/acsenergylett.6c01471,10.1021/acsenergylett.6c01471,Busting the Hot-Phonon Bottleneck and Other Myths in Perovskite Photovoltaics,ACS Energy Letters,journal,2026-07-07,article,en,composition,,experimental,0.0,King Abdullah University Of Science And Technology,0,hybrid,0
10.1002/ange.2884874,10.1002/ange.2884874,Suppressing Interfacial‐Accelerated Degradation in Perovskite Solar Cells via Supramolecular Co‐Assembly,Angewandte Chemie,journal,2026-07-07,article,en,interfaces,stability,experimental,0.04,Yunnan University,0,closed,0
10.1021/acsenergylett.6c01335,10.1021/acsenergylett.6c01335,Dual Role of Self-Assembled Monolayers: Interfacial Dipoles and Charge Tunneling in High-Efficiency Inverted Perovskite Solar Cells,ACS Energy Letters,journal,2026-07-07,article,en,defects,stability,experimental,0.0682,Beijing University Of Technology,0,closed,1
10.1016/j.surfin.2026.110063,10.1016/j.surfin.2026.110063,Potassium citrate-mediated buried interface passivation enhances the photoelectrical properties of all-inorganic CsPbIBr2 perovskite solar cells,Surfaces and Interfaces,journal,2026-07-07,article,en,interfaces,,experimental,0.2,South China Normal University,0,closed,0
10.1016/j.joule.2026.102546,10.1016/j.joule.2026.102546,In situ optical techniques for perovskite crystallization,Joule,journal,2026-07-07,article,en,composition,,experimental,0.0,City University Of Hong Kong,0,closed,0
10.21203/rs.3.rs-10135111/v1,10.21203/rs.3.rs-10135111/v1,Active Reverse Bias Protection for Perovskite Solar Cells Under Variable Illumination via Integrated Bypass Diodes,Research Square,repository,2026-07-07,preprint,en,stability,,experimental,0.0606,Shenzhen Technology University,0,green,0
10.1016/j.ssc.2026.116513,10.1016/j.ssc.2026.116513,Dual-absorber Cs2TiF6/Dion–Jacobson perovskite solar cells achieving 24.5 % efficiency for underwater applications: A SCAPS-1D study,Solid State Communications,journal,2026-07-07,article,en,composition,,theory,0.0,National,0,closed,0
10.1002/anie.4031162,10.1002/anie.4031162,Perylenocarbazole‐Based Polycyclic Aromatic Self‐Assembled Monolayers with Tailored Electrostatic Potentials for High‐Performance Organic and Perovskite Solar Cells,Angewandte Chemie International Edition,journal,2026-07-07,article,en,interfaces,,experimental,0.1,Jiangxi Normal University,0,closed,1
10.1021/acsami.6c06661.s001,10.1021/acsami.6c06661.s001,Metallic Lead to Perfect Perovskite: A Bottom-Up Vapor-Assisted Colloidal Strategy for High-Performance Solar Cells,Figshare,repository,2026-07-07,article,en,composition,,experimental,0.0,,0,green,0
10.1007/s40843-026-4106-8,10.1007/s40843-026-4106-8,Carrier regulation in monolithic perovskite/organic tandem solar cells,Science China Materials,journal,2026-07-07,article,en,architecture,,experimental,0.0968,Soochow University,0,closed,0
10.1016/j.colsurfa.2026.141272,10.1016/j.colsurfa.2026.141272,Aqueous-processed TiO2-SiO2 composite antireflective coating for durable and sustainable photovoltaics,Colloids and Surfaces A Physicochemical and Engineering Aspects,journal,2026-07-08,article,en,composition,,experimental,0.0,Wuhan University Of Technology,2,closed,0
10.1016/j.nxener.2026.100763,10.1016/j.nxener.2026.100763,Improving perovskite solar cell performance: Where we stand and what's next?,Next Energy,journal,2026-07-08,article,en,defects,stability,review,0.0682,Chongqing University Of Posts And Telecommunications,1,gold,0
10.1016/j.mseb.2026.119681,10.1016/j.mseb.2026.119681,Structural design and performance enhancement of lead-free double perovskite Cs2AuBiCl6 photodetector,Materials Science and Engineering B,journal,2026-07-08,article,en,composition,,experimental,0.1,Liaoning Technical University,0,closed,0
10.1021/acsami.6c07524,10.1021/acsami.6c07524,Aging-Tolerant Precursor Solution for Perovskite Solar Cells Enabled by Phosphite-Assisted Chemical Protection,ACS Applied Materials & Interfaces,journal,2026-07-08,article,en,stability,,experimental,0.0606,Soochow University,0,closed,0
10.1021/acsaem.6c01421,10.1021/acsaem.6c01421,Polymorphic Effects and Optoelectronic Excellence in Mixed-Pb/Sn Halide Perovskites for Next-Generation Solar Harvesting,ACS Applied Energy Materials,journal,2026-07-08,article,en,composition,,theory,0.0,Universidade Tecnológica Federal Do Paraná,0,hybrid,1
10.1002/aenm.71259,10.1002/aenm.71259,Electron‐Bridge Effect of Inorganic SnO 2 ‐GQDs Electron Transport Layer for Sn–Pb Perovskite Solar Cells and Tandems,Advanced Energy Materials,journal,2026-07-08,article,en,interfaces,,experimental,0.16,Ningbo University Of Technology,0,closed,1
10.1007/s10853-026-13310-w,10.1007/s10853-026-13310-w,Review: polymer-based strategies for processing and stability optimization of organic–inorganic perovskites,Journal of Materials Science,journal,2026-07-08,article,en,composition,,review,0.0,Najran University,0,closed,0
10.21203/rs.3.rs-10191941/v1,10.21203/rs.3.rs-10191941/v1,Ion-Confined Perovskite Solar Cells with High Thermal Durability for Space Application,Research Square,repository,2026-07-08,preprint,en,composition,,experimental,0.0,Fudan University,0,green,0
10.1007/s11082-026-09004-x,10.1007/s11082-026-09004-x,Study double-walled carbon nanotubes as efficient electron transport materials in organic perovskite solar cells,Optical and Quantum Electronics,journal,2026-07-08,article,en,interfaces,,experimental,0.08,Thi Qar University,0,closed,0
10.26599/pom.2026.9140147,10.26599/pom.2026.9140147,Suppression of SAM desorption by engineering polyoxometalate interface for inverted perovskite solar cells,Polyoxometalates,journal,2026-07-08,article,en,interfaces,,experimental,0.2,Northeast Normal University,0,diamond,1
10.1021/jacs.6c05316,10.1021/jacs.6c05316,Selective Bidentate Coordination Reconstructs Residual PbI 2 to Homogenize Interfacial Energetics in Perovskite Solar Cells,Journal of the American Chemical Society,journal,2026-07-08,article,en,composition,,experimental,0.0,Davidson College,0,hybrid,0
10.1016/j.pmatsci.2026.101781,10.1016/j.pmatsci.2026.101781,Design rules for key factors governing two-dimensional MXenes (Mn+1XnTx) in photovoltaic performance: from etching chemistry to programmable interfacial engineering,Progress in Materials Science,journal,2026-07-08,article,en,composition,,experimental,0.0,Hanyang University,0,closed,0
10.1002/smll.74515,10.1002/smll.74515,Enhancing the Buried Interfacial Interaction to Obtain Homogeneous Halogen‐Phase Distribution for Efficient Wide‐Bandgap Perovskite Solar Cells,Small,journal,2026-07-08,article,en,interfaces,,theory,0.1,Hebei University Of Science And Technology,0,closed,0
10.1002/ece2.70102,10.1002/ece2.70102,Modulating Growth Kinetics and Defect Passivation in Ambient‐Air Evaporation‐Spray Deposition Enables Efficient and Stable Rigid/Flexible Perovskite Solar Cells,EcoEnergy,journal,2026-07-08,article,en,defects,,scale_up,0.2727,Lanzhou University Of Technology,0,diamond,1
10.1021/acsenergylett.6c01361,10.1021/acsenergylett.6c01361,Buried-Interface Engineering Enables Record Flexible Semitransparent Perovskite Solar Cells and 27.7% Flexible Perovskite/Silicon Four-Terminal Tandems,ACS Energy Letters,journal,2026-07-08,article,en,interfaces,stability,experimental,0.14,École Polytechnique Fédérale De Lausanne,0,closed,1
10.5281/zenodo.21276186,10.5281/zenodo.21276186,Thickness-Controlled Transport–Reaction Regime Transition in Perovskite Solar Cells: A SCAPS-1D Dimensionless Flux–Kinetics Framework,Zenodo (CERN European Organization for Nuclear Research),repository,2026-07-08,article,en,stability,,theory,0.0455,Abia State University,0,green,0
10.5281/zenodo.21276185,10.5281/zenodo.21276185,Thickness-Controlled Transport–Reaction Regime Transition in Perovskite Solar Cells: A SCAPS-1D Dimensionless Flux–Kinetics Framework,Zenodo (CERN European Organization for Nuclear Research),repository,2026-07-08,article,en,stability,,theory,0.0455,Abia State University,0,green,0
10.48550/arxiv.2607.07221,10.48550/arxiv.2607.07221,Understanding surface potential dynamics of passivated perovskites via Kelvin Probe Force Microscopy,arXiv (Cornell University),repository,2026-07-08,preprint,en,composition,,experimental,0.0667,,0,green,1
10.1021/jacs.6c05316.s001,10.1021/jacs.6c05316.s001,Selective Bidentate Coordination Reconstructs Residual PbI2 to Homogenize Interfacial Energetics in Perovskite Solar Cells,Figshare,repository,2026-07-08,article,en,defects,stability,experimental,0.0682,,0,green,0
understanding surface potential dynamics of passivated perovskites via kelvin probe force microscopy|sood-goodwin,,Understanding surface potential dynamics of passivated perovskites via Kelvin Probe Force Microscopy,arXiv (Cornell University),repository,2026-07-08,preprint,en,composition,,experimental,0.0,Sheffield Hallam University,0,green,0
10.1007/s11426-025-3405-9,10.1007/s11426-025-3405-9,Vapor-phase ligand mediates intermediate phase stabilization and crystallization control for efficient perovskite solar cells,Science China Chemistry,journal,2026-07-08,article,en,composition,,experimental,0.0,Jiangxi Normal University,0,closed,0
10.33003/fjorae.2026.03si.82,10.33003/fjorae.2026.03si.82,Defect Engineering Strategies for High-Performance Tin-Based Perovskite Solar Cells: Interface Defect Analysis of Hole and Electron Transport Layers Using SCAPS-1D Simulation,FUDMA Journal of Renewable and Atomic Energy,journal,2026-07-08,article,en,interfaces,,theory,0.24,Federal University Dutsin-ma,0,closed,0
10.1016/j.cocom.2026.e01388,10.1016/j.cocom.2026.e01388,Tailoring electronic and energy-conversion properties of K2NbTaO6 double perovskites via chalcogen substitution: A first-principles study,Computational Condensed Matter,journal,2026-07-09,article,en,composition,,theory,0.0,Mohammed V University,2,closed,0
10.1002/adma.73950,10.1002/adma.73950,Synergistic Interfacial Dangling‐Bond Passivation for Enhanced Moisture Resistance in Perovskite Photovoltaics,Advanced Materials,journal,2026-07-09,article,en,defects,,experimental,0.1818,Of The People's Republic Of China,1,green,1
10.1016/j.ssc.2026.116509,10.1016/j.ssc.2026.116509,Transition to Pb-reduced MAPbI3 perovskite solar cells via bandgap grading using MASnI3 front and MAGeI3 back absorbers,Solid State Communications,journal,2026-07-09,article,en,composition,,experimental,0.0,Rayalaseema University,1,closed,0
10.1038/s44160-026-01111-7,10.1038/s44160-026-01111-7,Dynamic anionic sublattice engineering in perovskite heterostructures for perovskite–silicon tandem solar cells,Nature Synthesis,journal,2026-07-09,article,en,architecture,,experimental,0.0968,Jinan University,1,closed,0
10.1016/j.cej.2026.179288,10.1016/j.cej.2026.179288,Ionic doping of PEDOT:PSS enables buried interface optimization for efficient perovskite solar cells,Chemical Engineering Journal,journal,2026-07-09,article,en,interfaces,,experimental,0.2,,0,closed,0
10.1016/j.solmat.2026.114571,10.1016/j.solmat.2026.114571,Defect passivation and crystallization regulation by structurally related phosphoramide additives for high-performance perovskite solar cells,Solar Energy Materials and Solar Cells,journal,2026-07-09,article,en,defects,,experimental,0.2273,Lanzhou University Of Technology,0,closed,0
10.1016/j.cej.2026.179318,10.1016/j.cej.2026.179318,Stratified regulation strategy of oxygen vacancies for high-efficiency printable mesoscopic perovskite solar cells,Chemical Engineering Journal,journal,2026-07-09,article,en,composition,,experimental,0.0,Guilin University Of Electronic Technology,0,closed,0
10.1021/acsenergylett.6c01202,10.1021/acsenergylett.6c01202,Aromatic Molecules Control Perovskite Quantum Dot Ripening for Efficient Solar Cells,ACS Energy Letters,journal,2026-07-09,article,en,composition,,experimental,0.0,The University Of Queensland,0,hybrid,0
10.1002/adma.74033,10.1002/adma.74033,Dual‐Site‐Binding Ligand‐Driven (100) Orientation for Efficient and Stable Perovskite Solar Cells,Advanced Materials,journal,2026-07-09,article,en,defects,,experimental,0.1136,Nanjing University Of Aeronautics And Astronautics,0,green,1
10.1016/j.cej.2026.179274,10.1016/j.cej.2026.179274,Proton transfer-mediated interface dual electric fields for efficient and stable carbon-based perovskite solar cells,Chemical Engineering Journal,journal,2026-07-09,article,en,interfaces,,experimental,0.08,Ocean University Of China,0,closed,0
10.1016/j.nanoen.2026.112191,10.1016/j.nanoen.2026.112191,From disorder to order: Surface-guided crystallization enables highly homogenized perovskite films for efficient optoelectronics,Nano Energy,journal,2026-07-09,article,en,composition,,experimental,0.0,Westlake University,0,closed,0
10.1002/ange.5530609,10.1002/ange.5530609,Molecular‐Extrusion‐Driven Halogen Homogenization for Efficient Perovskite‐Silicon Tandem Solar Cells,Angewandte Chemie,journal,2026-07-09,article,en,architecture,defects,experimental,0.0968,Chengdu University Of Information Technology,0,closed,0
10.1002/anie.5530609,10.1002/anie.5530609,Molecular‐Extrusion‐Driven Halogen Homogenization for Efficient Perovskite‐Silicon Tandem Solar Cells,Angewandte Chemie International Edition,journal,2026-07-09,article,en,architecture,defects,experimental,0.0968,Chengdu University Of Information Technology,0,closed,1
10.1002/smll.74531,10.1002/smll.74531,Synergistic Interface and Band Engineering for Sn‐Pb Perovskites,Small,journal,2026-07-09,article,en,defects,interfaces,experimental,0.1136,University Of Science And Technology Of China,0,green,1
10.1016/j.mtener.2026.102358,10.1016/j.mtener.2026.102358,Micro-molecule modifier enables prolonged shelf-life of perovskite ink for efficient and scalable inkjet-printed solar cells,Materials Today Energy,journal,2026-07-09,article,en,scale_up,,experimental,0.0909,,0,closed,0
10.1016/j.solener.2026.114870,10.1016/j.solener.2026.114870,Improving the efficiency and stability of solar cells based on the perovskite material CH3NH3Pb(I1-yCly)3,Solar Energy,journal,2026-07-09,article,en,composition,,experimental,0.0,Ahmed Draia University,0,closed,0
10.1595/205651327x17835202097177,10.1595/205651327x17835202097177,Scalable Manufacturing of Various Types of Perovskites for Industrial Applications,Johnson Matthey Technology Review,journal,2026-07-09,article,en,scale_up,,review,0.1212,Piri Reis University,0,diamond,0
10.1002/smll.74470,10.1002/smll.74470,Selective Templating Growth of Wide‐Bandgap Perovskites via Vertical Additive Gradients for 26.51%‐Efficient Perovskite/Organic Tandem Solar Cells,Small,journal,2026-07-09,article,en,defects,architecture,experimental,0.1364,Nanjing University Of Posts And Telecommunications,0,green,1
10.1002/pssa.70428,10.1002/pssa.70428,Simulation Study of a Gradient‐Engineered 2D DJ–3D Hybrid Perovskite Solar Cell Architecture,physica status solidi (a),journal,2026-07-09,article,en,composition,,theory,0.05,National,0,closed,0
10.1016/j.jpowsour.2026.240923,10.1016/j.jpowsour.2026.240923,Cutting-edge Pb-free Germanium-based double perovskite solar cells with efficiency beyond 30 %: A numerical analysis,Journal of Power Sources,journal,2026-07-09,article,en,composition,,experimental,0.0,Princess Nourah Bint Abdulrahman University,0,closed,0
10.35848/1347-4065/ae88a1,10.35848/1347-4065/ae88a1,Efficient hole extraction suppresses photo-induced phase segregation in inorganic perovskite solar cells,Japanese Journal of Applied Physics,journal,2026-07-09,article,en,composition,interfaces,experimental,0.0333,Kyushu University,0,hybrid,0
10.1002/advs.76463,10.1002/advs.76463,Eco‐Friendly Solvent System for Inkjet Deposition of Wide Bandgap Perovskite Solar Cells Enabling Tandem Integration,Advanced Science,journal,2026-07-09,article,en,architecture,,experimental,0.0968,Karlsruhe,0,gold,1
10.26434/chemrxiv.15004204/v2,10.26434/chemrxiv.15004204/v2,Crystal symmetry engineering of one-dimensional helical perovskites for integrated circularly polarized light detection and bulk photovoltaic effect,ChemRxiv,repository,2026-07-09,preprint,en,composition,,experimental,0.0333,Waseda University,0,green,1
10.1016/j.commatsci.2026.114929,10.1016/j.commatsci.2026.114929,Mechanistic understanding of vacancy formation and water interaction mitigation in hybrid perovskites,Computational Materials Science,journal,2026-07-09,article,en,defects,,experimental,0.0909,Mohammed V University,0,closed,0
10.1016/j.susmat.2026.e02158,10.1016/j.susmat.2026.e02158,"PDI-derived electron-selective materials for inverted perovskite solar cells: Molecular design, interfacial reconstruction, and post-fullerene prospects",Sustainable materials and technologies,journal,2026-07-09,article,en,composition,,experimental,0.0,Beijing,0,closed,0
10.36347/sjet.2026.v14i07.002,10.36347/sjet.2026.v14i07.002,Artificial Intelligence and Machine Learning in the Design of Nanomaterials for Next-Generation Solar Cells,Scholars Journal of Engineering and Technology,journal,2026-07-09,article,en,composition,,theory,0.0,,0,diamond,0
10.1007/s11468-026-03396-y,10.1007/s11468-026-03396-y,"First-Principles Investigation of Optical and Plasmonic Response of Lead-Free Rb₂AgSbX₆ (X = Br, I) Double Perovskites",Plasmonics,journal,2026-07-10,article,en,composition,,theory,0.1,University Ferhat Abbas Of Setif,1,closed,0
10.1142/s021798492650185x,10.1142/s021798492650185x,Multiscale investigation of lead-free Ce-based perovskite: From DFT-derived optoelectronic properties to photovoltaic and photocatalytic performance,Modern Physics Letters B,journal,2026-07-10,article,en,composition,interfaces,theory,0.1,Begum Rokeya University,1,closed,0
10.3390/ijms27146186,10.3390/ijms27146186,"First-Principles Investigation of Structural, Mechanical, Electronic and Optical Properties of Ba2MReO6 (M = Li, Na, K, and Rb) Double Perovskites",International Journal of Molecular Sciences,journal,2026-07-10,article,en,composition,,theory,0.0,Nicolaus Copernicus University,1,gold,0
10.1126/sciadv.aeb8790,10.1126/sciadv.aeb8790,Enhancing Sn-Pb perovskite homogeneity via thioether coordination for efficient and stable all-perovskite tandem solar cells,Science Advances,journal,2026-07-10,article,en,architecture,,experimental,0.1935,Shenzhen Institutes Of Advanced Technology,1,gold,1
10.1016/j.physe.2026.116610,10.1016/j.physe.2026.116610,"Lattice and surface engineering in Zn1-x-yBxFeyO thin films (x=0, 0.01; y=0, 0.06): Insights into optical response, electronic energy levels and semiconducting dynamics",Physica E Low-dimensional Systems and Nanostructures,journal,2026-07-10,article,en,composition,,experimental,0.0,Istanbul University,1,closed,0
10.1016/j.solmat.2026.114557,10.1016/j.solmat.2026.114557,Unraveling the defect landscape of wide-bandgap perovskites from electrical and photoelectrical characterization of thin films and solar cells,Solar Energy Materials and Solar Cells,journal,2026-07-10,article,en,defects,,experimental,0.0909,,0,hybrid,0
10.1007/s12596-026-03197-w,10.1007/s12596-026-03197-w,Optimization of new inorganic BaZrSe3 based perovskite solar cell by numerical simulation using SCAPS-1D,Journal of Optics,journal,2026-07-10,article,en,composition,,theory,0.0,Chouaib Doukkali University,0,closed,0
10.1002/ange.5216345,10.1002/ange.5216345,Central Core Engineering of Aromatic Carbonyl Molecules Enables Highly Efficient and Stable Perovskite Solar Cells,Angewandte Chemie,journal,2026-07-10,article,en,stability,defects,experimental,0.0909,Qingdao University Of Science And Technology,0,closed,0
10.1021/acsaenm.6c00567,10.1021/acsaenm.6c00567,"Experimental and Density Functional Theory Study of the Structural, Optical, and Electronic Properties of La 2 NiMnO 6 and Nd 2 NiMnO 6 Double Perovskite Ceramics",ACS Applied Engineering Materials,journal,2026-07-10,article,en,defects,,theory,0.0909,Exact Sciences (united States),0,hybrid,0
10.1021/acsenergylett.6c01537,10.1021/acsenergylett.6c01537,Beyond Homogeneous Models: Intrinsic Halide Gradients Remodel Phase Segregation Pathways in Wide-Bandgap Perovskites,ACS Energy Letters,journal,2026-07-10,article,en,defects,architecture,experimental,0.0682,Zhejiang University,0,closed,1
10.1021/acs.jpclett.6c01910,10.1021/acs.jpclett.6c01910,Ultralong Carrier Lifetime in Lead-Free Perovskites Enabled by Elimination of Electron–Phonon Coupling in Target Layers,The Journal of Physical Chemistry Letters,journal,2026-07-10,article,en,composition,,experimental,0.1,University Of Electronic Science And Technology Of China,0,hybrid,0
10.1007/s11664-026-13010-w,10.1007/s11664-026-13010-w,Halide Perovskites for Solar-Driven Hydrogen Production and Beyond,Journal of Electronic Materials,journal,2026-07-10,article,en,composition,,experimental,0.0,Government Of Khyber Pakhtunkhwa,0,closed,0
10.1016/j.mtphys.2026.102163,10.1016/j.mtphys.2026.102163,Uncovering opto-electro-thermo-mechanical couplings for optoelectronic materials: From nonlinear statics to dynamics,Materials Today Physics,journal,2026-07-10,article,en,stability,,experimental,0.0152,Rmit University,0,hybrid,0
10.1021/acsnano.6c04084,10.1021/acsnano.6c04084,Homogenizing Cesium Distribution via Rubidium Incorporation Enables Pure-Iodide 1.67 eV Bandgap Perovskite Solar Cells with Efficiency Exceeding 22%,ACS Nano,journal,2026-07-10,article,en,stability,,experimental,0.1212,Science And Technology,0,closed,1
10.1021/acsphotonics.6c00963,10.1021/acsphotonics.6c00963,Holistic Defect Passivation by a Dual-Additive Strategy Enables Efficient and Stable Wide Bandgap Perovskite Solar Cells and Perovskite/CZTSSe Tandem Solar Cells,ACS Photonics,journal,2026-07-10,article,en,defects,,experimental,0.3409,Shenzhen University,0,closed,0
