work_key,doi,venue,axis,lens,device_class,architecture,field,value,unit,source_quotation,text_basis
10.1021/jacs.5c18303,10.1021/jacs.5c18303,Journal of the American Chemical Society,stability,experimental,single_junction,p-i-n,active_area_cm2,0.05,cm2,"Leveraging these findings, we fabricated inverted (p-i-n) perovskite solar cells achieving certified quasi-steady-state efficiencies of 26.4% and 24.5% at device areas of 0.05 and 1",abstract
10.1016/j.solener.2026.114393,10.1016/j.solener.2026.114393,Solar Energy,interfaces,experimental,single_junction,n-i-p,pce_champion,24.64,%,"This suppresses halide ion migration and photoinduced phase segregation, boosting the PCE to 24.64%.",abstract
10.1002/adfm.74659,10.1002/adfm.74659,Advanced Functional Materials,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_champion,28.58,%,"Applied in APTSCs, this approach delivers an outstanding V OC of 2.13 V and a power‐conversion efficiency (PCE) of 28.58%, with unencapsulated devices maintaining 85%",abstract
10.1002/smll.72953,10.1002/smll.72953,Small,interfaces,experimental,single_junction,p-i-n,pce_champion,25.54,%,"As a result, TPA‐CN ‐modified devices achieve a peak power conversion efficiency (PCE) of 25.54%, compared to 21.80% for unmodified control devices.",abstract
10.1002/adfm.202526679,10.1002/adfm.202526679,Advanced Functional Materials,composition,experimental,single_junction,p-i-n,pce_champion,26,%,"The corresponding devices achieved the highest performance, with the optimized inverted PSCs delivering a champion power conversion efficiency (PCE) of nearly 26% along with a",abstract
10.1038/s41467-025-68236-9,10.1038/s41467-025-68236-9,Nature Communications,stability,experimental,single_junction,n-i-p,pce_champion,25,%,"As an added benefit, photovoltaic performance achieved a photoconversion efficiency of 25%.",abstract
10.1038/s41467-026-69685-6,10.1038/s41467-026-69685-6,Nature Communications,stability,review,module,module,pce_champion,24.7,%,"As a result, PSMs with aperture areas of 25 cm² and 100 cm² achieve impressive efficiencies of 24.70% and 23.89%, respectively.",abstract
10.1038/s41467-026-69685-6,10.1038/s41467-026-69685-6,Nature Communications,stability,review,module,module,pce_certified,23.55,%,"Notably, the 100 cm² PSM attains a certified record efficiency of 23.55%.",abstract
10.1038/s41467-026-69685-6,10.1038/s41467-026-69685-6,Nature Communications,stability,review,module,module,active_area_cm2,100,cm2,"Notably, the 100 cm² PSM attains a certified record efficiency of 23.55%.",abstract
10.1038/s41467-026-69685-6,10.1038/s41467-026-69685-6,Nature Communications,stability,review,module,module,stability_protocol,ISOS-D-1,label,,abstract
10.1021/acsaem.5c03794,10.1021/acsaem.5c03794,ACS Applied Energy Materials,interfaces,experimental,single_junction,p-i-n,pce_champion,8.0,%,"PEAI and MeO-2PACz/Al 2 O 3 yielded the highest PCE (8.00%, compared to 6.78% for the control)",abstract
10.1021/acsami.5c24295,10.1021/acsami.5c24295,ACS Applied Materials & Interfaces,interfaces,theory,single_junction,n-i-p,pce_champion,11.0,%,"SnO 2 enhances electronic coupling and charge extraction, delivering a champion PCE of 11.0% (active area: 0.5 cm 2 )",abstract
10.1021/acsami.5c24295,10.1021/acsami.5c24295,ACS Applied Materials & Interfaces,interfaces,theory,single_junction,n-i-p,active_area_cm2,0.5,cm2,delivering a champion PCE of 11.0% (active area: 0.5 cm 2 ),abstract
10.1126/sciadv.aea7629,10.1126/sciadv.aea7629,Science Advances,interfaces,experimental,single_junction,unknown,pce_champion,26.3,%,The resultant devices achieve a champion power conversion efficiency (PCE) of 26.3% (certified at 25.8%) for a 0.07-square centimeter device,abstract
10.1126/sciadv.aea7629,10.1126/sciadv.aea7629,Science Advances,interfaces,experimental,single_junction,unknown,pce_certified,25.8,%,The resultant devices achieve a champion power conversion efficiency (PCE) of 26.3% (certified at 25.8%) for a 0.07-square centimeter device,abstract
10.1126/sciadv.aea7629,10.1126/sciadv.aea7629,Science Advances,interfaces,experimental,single_junction,unknown,active_area_cm2,0.07,cm2,a champion power conversion efficiency (PCE) of 26.3% (certified at 25.8%) for a 0.07-square centimeter device,abstract
10.1016/j.solmat.2026.114223,10.1016/j.solmat.2026.114223,Solar Energy Materials and Solar Cells,architecture,experimental,perovskite_silicon_tandem,tandem_2T,pce_champion,22.1,%,"proof-of-concept, fully screen-printed 16-cm 2 planar PST solar cells reaching 22.1%",abstract
10.1016/j.solmat.2026.114223,10.1016/j.solmat.2026.114223,Solar Energy Materials and Solar Cells,architecture,experimental,perovskite_silicon_tandem,tandem_2T,active_area_cm2,16,cm2,fully screen-printed 16-cm 2 planar PST solar cells reaching 22.1%,abstract
10.1021/acsnano.5c18423,10.1021/acsnano.5c18423,ACS Nano,architecture,experimental,single_junction,unknown,pce_champion,22.51,%,PSCs fabricated by the optimized precursors achieve a power conversion efficiency (PCE) of 22.51% (@0.16 cm 2 ) and 20.02% (@10 cm 2 ),abstract
10.1021/acsnano.5c18423,10.1021/acsnano.5c18423,ACS Nano,architecture,experimental,single_junction,unknown,active_area_cm2,0.16,cm2,a power conversion efficiency (PCE) of 22.51% (@0.16 cm 2 ) and 20.02% (@10 cm 2 ),abstract
10.1021/acsnano.5c21709,10.1021/acsnano.5c21709,ACS Nano,stability,experimental,module,p-i-n,pce_champion,25.61,%,the PCE improves from 23.69% to 25.61% (certified 25.11%) in small-area PSCs,abstract
10.1021/acsnano.5c21709,10.1021/acsnano.5c21709,ACS Nano,stability,experimental,module,p-i-n,pce_certified,25.11,%,the PCE improves from 23.69% to 25.61% (certified 25.11%) in small-area PSCs,abstract
10.1002/adfm.202532100,10.1002/adfm.202532100,Advanced Functional Materials,stability,experimental,single_junction,p-i-n,pce_champion,25.24,%,"With an optimized interlayer, PSCs reach 25.24% PCE with negligible hysteresis.",abstract
10.1002/adfm.202532100,10.1002/adfm.202532100,Advanced Functional Materials,stability,experimental,single_junction,p-i-n,t80_h,500,h,maintain 80% after 500 h continuous illumination,abstract
10.1002/solr.202500859,10.1002/solr.202500859,Solar RRL,composition,experimental,single_junction,none,pce_champion,15.52,%,ultimately achieving additive‐free and passivator‐free PEA 2 Cs 3 Pb 4 I 13 PSCs with a power conversion efficiency (PCE) of 15.52% (5.33% efficiency of,abstract
10.1021/acsami.5c23217,10.1021/acsami.5c23217,ACS Applied Materials & Interfaces,defects,theory,single_junction,p-i-n,pce_champion,21.22,%,"The optimized 3D/2D PSCs demonstrate a champion PCE of 21.22% (0.06 cm 2 ), 20.58% (0.175 cm 2 ), and 18.72% (0.805 cm 2 ),",abstract
10.1021/acsami.5c23217,10.1021/acsami.5c23217,ACS Applied Materials & Interfaces,defects,theory,single_junction,p-i-n,active_area_cm2,0.06,cm2,"The optimized 3D/2D PSCs demonstrate a champion PCE of 21.22% (0.06 cm 2 ), 20.58% (0.175 cm 2 ), and 18.72% (0.805 cm 2 ),",abstract
10.1021/acsaem.6c00408,10.1021/acsaem.6c00408,ACS Applied Energy Materials,architecture,experimental,all_perovskite_tandem,tandem_4T,pce_champion,25.13,%,"The optimized devices achieve a record power conversion efficiency (PCE) of 25.13%, with 16.48% from the CsPbI 2 Br top cell and 8.65% from the",abstract
10.1002/smll.202513958,10.1002/smll.202513958,Small,architecture,experimental,perovskite_silicon_tandem,tandem_2T,pce_champion,29,%,"When exemplarily applied to a high‐efficiency perovskite/silicon tandem device with a power conversion efficiency PCE of 29%, the method reveals that approximately 1.9% absolute efficiency",abstract
10.1002/solr.202500906,10.1002/solr.202500906,Solar RRL,composition,experimental,single_junction,unknown,pce_champion,19.61,%,"This dual function yields an optimized perovskite solar cell with a champion PCE of 19.61%, demonstrating the strategy's efficacy in enhancing both film quality and",abstract
10.1016/j.scib.2026.02.050,10.1016/j.scib.2026.02.050,中国科学通报：英文版,stability,experimental,single_junction,p-i-n,pce_champion,26.54,%,The resulting IPSCs achieve a champion PCE of 26.54% with a fill factor of 86.4% and retain 90% of their initial efficiency after 1000 h,abstract
10.1016/j.scib.2026.02.050,10.1016/j.scib.2026.02.050,中国科学通报：英文版,stability,experimental,single_junction,p-i-n,stability_protocol,ISOS-L-1,label,,abstract
10.26599/nre.2026.9120218,10.26599/nre.2026.9120218,Nano Research Energy,defects,experimental,single_junction,unknown,pce_champion,25.06,%,"Thus, the efficiency of devices increases from 22.41% to 25.06% after 2-HPMA modification.",abstract
10.1016/j.solmat.2026.114233,10.1016/j.solmat.2026.114233,Solar Energy Materials and Solar Cells,scale_up,experimental,single_junction,n-i-p,pce_champion,20,%,"SnO X SALD -based n-i-p PSCs achieve a power conversion efficiency (PCE) exceeding 20%, matching reference SnO X NP -based PSCs",abstract
10.1002/ente.202502217,10.1002/ente.202502217,Energy Technology,composition,experimental,single_junction,unknown,pce_champion,17.79,%,The optimized device achieves a champion power conversion efficiency of 17.79%.,abstract
10.1021/acsaem.5c03517,10.1021/acsaem.5c03517,ACS Applied Energy Materials,interfaces,experimental,single_junction,p-i-n,pce_champion,20.2,%,The efficiency improved from 18.4% to 20.2%.,abstract
10.1021/acsaem.5c03517,10.1021/acsaem.5c03517,ACS Applied Energy Materials,interfaces,experimental,single_junction,p-i-n,t80_h,1347,h,phthalocyanine (DMPO4) molecule synthesized for this work also enhanced device stability under ISOS-D1 tests with the average T 80 increasing from 1134 h to 1347,abstract
10.1021/acsaem.5c03517,10.1021/acsaem.5c03517,ACS Applied Energy Materials,interfaces,experimental,single_junction,p-i-n,stability_protocol,ISOS-D1,label,,abstract
10.1002/advs.202524013,10.1002/advs.202524013,Advanced Science,interfaces,experimental,single_junction,unknown,pce_champion,17.58,%,"As a result, TTC‐F‐based CsPbI 2 Br PSCs achieved a power conversion efficiency (PCE) of 17.58%, significantly outperforming the 2TC‐F‐based device (14.54%), along with excellent",abstract
10.1021/acsami.5c21997,10.1021/acsami.5c21997,ACS Applied Materials & Interfaces,interfaces,experimental,single_junction,unknown,pce_champion,22.4,%,1.68 eV WBG PSCs achieve a champion power conversion efficiency (PCE) of 22.40% while maintaining >90% of initial efficiency after 1440 h of ambient storage.,abstract
10.1021/acsami.5c21487,10.1021/acsami.5c21487,ACS Applied Materials & Interfaces,interfaces,experimental,single_junction,p-i-n,pce_champion,23.27,%,"As a result, devices utilizing SD to modify buried interfaces have achieved a power conversion efficiency (PCE) of 23.27%.",abstract
10.1002/pip.70083,10.1002/pip.70083,Progress in Photovoltaics Research and Applications,interfaces,experimental,single_junction,p-i-n,pce_champion,21.12,%,"Ultimately, we achieved an efficiency of 21.12% in inverted Sn–Pb NBG PSCs.",abstract
10.1002/solr.202500698,10.1002/solr.202500698,Solar RRL,architecture,review,single_junction,unknown,pce_champion,20.3,%,"reach an efficiency of 20.3%, ranking among the highest reported efficiencies for wide‐bandgap hybrid two‐step processed PSCs",abstract
10.1002/solr.202500951,10.1002/solr.202500951,Solar RRL,defects,experimental,single_junction,n-i-p,pce_champion,22.14,%,"The PCE of PSCs (ITO/SnO 2 /perovskite/Spiro‐OMETAD/Ag) is increased from 20.16% to 22.14%, demonstrating the universality of this doping method.",abstract
10.1016/j.solmat.2026.114173,10.1016/j.solmat.2026.114173,Solar Energy Materials and Solar Cells,stability,experimental,single_junction,unknown,pce_champion,20.28,%,"The MD30 devices, processed with a 30-s dipping duration, achieved a remarkable PCE of 20.28 %, attributed to optimized crystal orientation, improved surface morphology, enhanced",abstract
10.1021/acsami.5c22032,10.1021/acsami.5c22032,ACS Applied Materials & Interfaces,scale_up,scale_up,single_junction,unknown,pce_champion,20.8,%,The optimized and nonpassivated FAPI solar cells deliver a champion power conversion efficiency (PCE) of 20.8% in small-area device.,abstract
10.1021/acsami.5c22032,10.1021/acsami.5c22032,ACS Applied Materials & Interfaces,scale_up,scale_up,single_junction,unknown,active_area_cm2,59.5,cm2,"series-connected minimodules achieve PCEs of 19.1% and 14.8% for active areas of 8.4 cm 2 and 59.5 cm 2, respectively",abstract
10.1016/j.matdes.2026.115695,10.1016/j.matdes.2026.115695,Materials & Design,scale_up,theory,single_junction,unknown,pce_champion,30,%,"At an optimized radius of ≈34.6 nm and across the three interparticle distances, the power conversion efficiency exceeds 30%.",abstract
10.48550/arxiv.2602.15759,10.48550/arxiv.2602.15759,arXiv (Cornell University),interfaces,theory,single_junction,n-i-p,pce_champion,31.76,%,"Under optimized parameters, the simulated device achieves a PCE of 31.76%, representing the theoretical upper bound predicted by the model.",abstract
10.48550/arxiv.2602.04914,10.48550/arxiv.2602.04914,arXiv (Cornell University),defects,experimental,single_junction,unknown,pce_champion,26.0,%,"This AI-designed recipe effectively achieves a champion PCE value of over 26.0 %, approaching world records achieved through extensive expert trial-and-error.",abstract
10.1002/anie.4012708,10.1002/anie.4012708,Angewandte Chemie International Edition,interfaces,scale_up,single_junction,p-i-n,pce_champion,26.48,%,"the optimized NiO x /CsOA/SAM HTL enables inverted PSCs with efficiencies of 22.89% (1.67 eV) and 26.48% (1.54 eV), retaining 85.7% of the initial efficiency",abstract
10.1002/anie.4012708,10.1002/anie.4012708,Angewandte Chemie International Edition,interfaces,scale_up,single_junction,p-i-n,active_area_cm2,11.0,cm2,A scalable mini‐module (an active area of 11.0 cm 2 ) achieves an efficiency of 23.45%,abstract
10.1002/adma.72755,10.1002/adma.72755,Advanced Materials,defects,experimental,all_perovskite_tandem,tandem_2T,pce_champion,29.67,%,All‐perovskite TSC obtains 29.67% efficiency and retains 90% of its initial efficiency after approximately 1000 h maximum power point tracking.,abstract
10.1002/adma.72823,10.1002/adma.72823,Advanced Materials,defects,experimental,single_junction,unknown,pce_champion,26.95,%,this integrated strategy yields a champion power conversion efficiency (PCE) of 26.95% (certified 26.69%),abstract
10.1002/adma.72823,10.1002/adma.72823,Advanced Materials,defects,experimental,single_junction,unknown,pce_certified,26.69,%,this integrated strategy yields a champion power conversion efficiency (PCE) of 26.95% (certified 26.69%),abstract
10.1002/adma.72823,10.1002/adma.72823,Advanced Materials,defects,experimental,single_junction,unknown,stability_protocol,ISOS-L-2I,label,,abstract
10.1002/solr.70318,10.1002/solr.70318,Solar RRL,defects,experimental,single_junction,p-i-n,pce_champion,22,%,"a highest power conversion efficiency (PCE) of 22% is achieved using the Pc‐BF 4 derivative, along with improved operational stability.",abstract
10.1002/adfm.75040,10.1002/adfm.75040,Advanced Functional Materials,defects,experimental,single_junction,p-i-n,pce_champion,25.31,%,"inverted PSCs incorporating TBA achieve a champion power conversion efficiency (PCE) of 25.31%, accompanied by an enhanced open‐circuit voltage and negligible J–V hysteresis.",abstract
10.1002/adma.72738,10.1002/adma.72738,Advanced Materials,interfaces,experimental,perovskite_silicon_tandem,tandem_2T,pce_champion,32.43,%,while integration into textured silicon tandem device yields a champion PCE of 32.43% with 93% retention after 1000 h.,abstract
10.1002/adma.72738,10.1002/adma.72738,Advanced Materials,interfaces,experimental,perovskite_silicon_tandem,tandem_2T,pce_stabilised,24.43,%,The optimized 1.66‐eV PSC achieves a steady‐state power conversion efficiency (PCE) of 24.43%,abstract
10.1002/adma.72936,10.1002/adma.72936,Advanced Materials,stability,experimental,all_perovskite_tandem,tandem_2T,pce_champion,29.01,%,the encapsulated WBG and all-perovskite tandem (with a maximum steady-state PCE of 29.01%) devices maintained 90% of their initial efficiencies after 2000 and 750 h,abstract
10.1002/adma.72936,10.1002/adma.72936,Advanced Materials,stability,experimental,all_perovskite_tandem,tandem_2T,pce_stabilised,29.01,%,the encapsulated WBG and all-perovskite tandem (with a maximum steady-state PCE of 29.01%) devices maintained 90% of their initial efficiencies after 2000 and 750 h,abstract
10.1002/adma.72936,10.1002/adma.72936,Advanced Materials,stability,experimental,all_perovskite_tandem,tandem_2T,stability_protocol,ISOS-L-1,label,,abstract
10.1002/anie.202519239,10.1002/anie.202519239,Angewandte Chemie International Edition,defects,experimental,single_junction,unknown,pce_champion,25.53,%,this cluster into ((FA 0.95 Cs 0.05 )PbI 3 ) 0.975 (MAPbBr 3 ) 0.025 perovskite films boosted the device PCE from 23.55% to 25.53%,abstract
10.1002/adma.72756,10.1002/adma.72756,Advanced Materials,defects,experimental,single_junction,unknown,pce_champion,22.76,%,"the optimized quasi‐2D PSCs achieve a champion power conversion efficiency of 22.76% (certified 21.69%), representing a record among reported quasi‐2D PSCs.",abstract
10.1002/adma.72756,10.1002/adma.72756,Advanced Materials,defects,experimental,single_junction,unknown,pce_certified,21.69,%,"the optimized quasi‐2D PSCs achieve a champion power conversion efficiency of 22.76% (certified 21.69%), representing a record among reported quasi‐2D PSCs.",abstract
10.1002/adma.202523249,10.1002/adma.202523249,Advanced Materials,defects,experimental,single_junction,p-i-n,pce_champion,26.58,%,"inverted PSCs based on p‐Cl‐Ph‐4PACz achieve a PCE of 26.58% (certified at 26.13%) and exhibit excellent operational stability, retaining 95.9% of their initial efficiency after",abstract
10.1002/adma.202523249,10.1002/adma.202523249,Advanced Materials,defects,experimental,single_junction,p-i-n,pce_certified,26.13,%,inverted PSCs based on p‐Cl‐Ph‐4PACz achieve a PCE of 26.58% (certified at 26.13%),abstract
10.1007/s40820-026-02150-7,10.1007/s40820-026-02150-7,Nano-Micro Letters,defects,experimental,single_junction,p-i-n,pce_champion,26.12,%,the effective reduction in interfacial losses facilitates the ACHCl-modified devices to achieve a power conversion efficiency of 26.12% and improved stability.,abstract
10.1002/inf2.70132,10.1002/inf2.70132,InfoMat,defects,experimental,all_perovskite_tandem,tandem_2T,pce_champion,22.44,%,"our WBG perovskite solar cells and perovskite/organic TSCs on flexible substrates achieve power conversion efficiencies of 18.13% and 22.44%, respectively",abstract
10.1002/aenm.70806,10.1002/aenm.70806,Advanced Energy Materials,defects,experimental,single_junction,p-i-n,pce_certified,26.35,%,The resulting PSCs deliver a certified power conversion efficiency of 26.35%,abstract
10.1038/s41467-026-70002-4,10.1038/s41467-026-70002-4,Nature Communications,architecture,experimental,perovskite_silicon_tandem,tandem_4T,pce_champion,19.45,%,These were integrated into a four terminal tandem panel (0.2 m 2 ) with a power conversion efficiency of 19.45%,abstract
10.1038/s41467-026-70002-4,10.1038/s41467-026-70002-4,Nature Communications,architecture,experimental,perovskite_silicon_tandem,tandem_4T,active_area_cm2,60,cm2,semi-transparent perovskite modules with efficiencies surpassing 16% on 60 cm² active area,abstract
10.1021/acsenergylett.6c00156,10.1021/acsenergylett.6c00156,ACS Energy Letters,architecture,experimental,perovskite_silicon_tandem,unknown,pce_champion,29,%,These absorbers are integrated into perovskite-silicon tandem solar cells with stabilized efficiencies of >29%.,abstract
10.1021/acsenergylett.6c00156,10.1021/acsenergylett.6c00156,ACS Energy Letters,architecture,experimental,perovskite_silicon_tandem,unknown,pce_stabilised,29,%,These absorbers are integrated into perovskite-silicon tandem solar cells with stabilized efficiencies of >29%.,abstract
10.1021/acsami.6c00026,10.1021/acsami.6c00026,ACS Applied Materials & Interfaces,interfaces,experimental,single_junction,p-i-n,pce_champion,21.83,%,thereby boosting the efficiency of WBG perovskite solar cells (PSCs) from 20.30% to 21.83%,abstract
10.1021/acsami.6c00026,10.1021/acsami.6c00026,ACS Applied Materials & Interfaces,interfaces,experimental,single_junction,p-i-n,t80_h,560,h,retaining 80% of their initial efficiency after continuous thermal aging at 85 °C for 560 h,abstract
10.1002/anie.5319815,10.1002/anie.5319815,Angewandte Chemie International Edition,interfaces,experimental,single_junction,p-i-n,pce_champion,26.52,%,"inverted PSCs based on SMe-TPA-ThPA and SMe-TPA-PA achieve significantly improved power conversion efficiencies (PCEs) of 26.52% and 25.40%, respectively",abstract
10.1002/adfm.74817,10.1002/adfm.74817,Advanced Functional Materials,interfaces,experimental,single_junction,p-i-n,pce_champion,25,%,"the modified devices achieved a significant boost in PCE from 23% to over 25%, along with improved V oc and J sc",abstract
10.1002/adfm.75104,10.1002/adfm.75104,Advanced Functional Materials,interfaces,experimental,single_junction,n-i-p,pce_champion,25.82,%,The 5‐A2F4PCA‐optimized device achieves a champion power conversion efficiency of 25.82%,abstract
10.1021/acs.jpclett.6c00286,10.1021/acs.jpclett.6c00286,The Journal of Physical Chemistry Letters,interfaces,experimental,single_junction,n-i-p,pce_champion,24.13,%,PTABS-modified PSCs achieve an increased power conversion efficiency (PCE) of 24.13% compared to 22.37% for the control,abstract
10.1002/aenm.202506494,10.1002/aenm.202506494,Advanced Energy Materials,defects,experimental,single_junction,n-i-p,pce_champion,22.2,%,"PSCs achieve power conversion efficiencies of 22.2% (≈0.12 cm 2 minicells) and 21.7% (≈1.6 cm 2 minimodules, active area: 1.41 cm 2 ), respectively",abstract
10.1002/aenm.202506494,10.1002/aenm.202506494,Advanced Energy Materials,defects,experimental,single_junction,n-i-p,active_area_cm2,0.12,cm2,PSCs achieve power conversion efficiencies of 22.2% (≈0.12 cm 2 minicells),abstract
10.1002/smll.202514519,10.1002/smll.202514519,Small,defects,theory,single_junction,n-i-p,pce_champion,2.11,%,"With this buried interface treatment, planar devices reach a champion power conversion efficiency of 2.11%.",abstract
10.1002/smll.202600050,10.1002/smll.202600050,Small,defects,experimental,single_junction,p-i-n,pce_champion,23.3,%,"the Target devices demonstrate a power conversion efficiency (PCE) of 23.30% (0.09 cm 2 ), with an enhanced open‐circuit voltage of 0.877 V and a",abstract
10.1002/smll.202600050,10.1002/smll.202600050,Small,defects,experimental,single_junction,p-i-n,active_area_cm2,0.09,cm2,the Target devices demonstrate a power conversion efficiency (PCE) of 23.30% (0.09 cm 2 ),abstract
10.1021/acsaem.5c03696,10.1021/acsaem.5c03696,ACS Applied Energy Materials,defects,experimental,single_junction,p-i-n,pce_champion,19.16,%,"achieving a champion power conversion efficiency of 19.16% ( V OC = 1.31 V, J SC = 18.19 mA cm –2, and FF = 80.19%)",abstract
10.1002/solr.70317,10.1002/solr.70317,Solar RRL,defects,experimental,single_junction,n-i-p,pce_champion,23.81,%,the SPy3SA‐modified PSC yields a boosted power conversion efficiency (PCE) from 21.84% to 23.81%,abstract
10.1002/adma.202520432,10.1002/adma.202520432,Advanced Materials,stability,experimental,single_junction,unknown,pce_champion,26.84,%,the incorporation of 5-MH enabled a power conversion efficiency (PCE) of 26.84% (certified at 26.78%),abstract
10.1002/adma.202520432,10.1002/adma.202520432,Advanced Materials,stability,experimental,single_junction,unknown,pce_certified,26.78,%,the incorporation of 5-MH enabled a power conversion efficiency (PCE) of 26.84% (certified at 26.78%),abstract
10.1002/adma.202520432,10.1002/adma.202520432,Advanced Materials,stability,experimental,single_junction,unknown,stability_protocol,ISOS-L2,label,,abstract
10.1016/j.joule.2025.102310,10.1016/j.joule.2025.102310,Joule,scale_up,scale_up,single_junction,n-i-p,pce_champion,26.13,%,"achieving device and module efficiencies of 26.13% and 22.21%, respectively, with ultra-low dopant loadings.",abstract
10.1021/acsenergylett.5c04243,10.1021/acsenergylett.5c04243,ACS Energy Letters,composition,theory,all_perovskite_tandem,tandem_2T,pce_champion,28.43,%,while all-perovskite tandem cells deliver a efficiency of 28.43% with 2.079 V V OC,abstract
10.1021/acsenergylett.5c04243,10.1021/acsenergylett.5c04243,ACS Energy Letters,composition,theory,all_perovskite_tandem,tandem_2T,t80_h,1000,h,the tandem devices maintain 80% initial efficiency after 1000 h of continuous operation,abstract
10.1016/j.chempr.2026.102941,10.1016/j.chempr.2026.102941,Chem,interfaces,scale_up,single_junction,p-i-n,pce_champion,23.67,%,while also setting an impressive PCE of 23.67% for eSAM-based devices with solution-processed perovskites,abstract
10.1016/j.chempr.2026.102941,10.1016/j.chempr.2026.102941,Chem,interfaces,scale_up,single_junction,p-i-n,active_area_cm2,0.108,cm2,"delivering impressive power conversion efficiencies (PCEs) of 21.46% (small-area, 0.108 cm2) and 19.38% (large-area module, 15.52 cm2) for fully vacuum-evaporated devices",abstract
10.1002/adfm.202531734,10.1002/adfm.202531734,Advanced Functional Materials,interfaces,experimental,single_junction,n-i-p,pce_champion,26.2,%,"a champion (average) power conversion efficiency (PCE) of 26.2% (25.2 ± 0.46%) in n‐i‐p PSCs and, notably, 21.2% (20.4 ± 0.42%) in p‐i‐n PSCs without",abstract
10.1002/adfm.202531060,10.1002/adfm.202531060,Advanced Functional Materials,interfaces,experimental,single_junction,p-i-n,pce_champion,25.27,%,the champion device delivers an efficiency of 25.27% with an ultralow voltage loss of 0.356 V,abstract
10.1002/adfm.202531060,10.1002/adfm.202531060,Advanced Functional Materials,interfaces,experimental,single_junction,p-i-n,t80_h,1300,h,retains 80% of its initial efficiency after over 1300 h of continuous 1‐sun operation,abstract
10.1002/adfm.74893,10.1002/adfm.74893,Advanced Functional Materials,interfaces,experimental,single_junction,n-i-p,pce_champion,25.81,%,optimized co‐deposition devices achieved a champion power conversion efficiency of 25.81%,abstract
10.1002/adfm.74893,10.1002/adfm.74893,Advanced Functional Materials,interfaces,experimental,single_junction,n-i-p,t80_h,4000,h,a T 80 lifetime exceeding 4000 h under ISOS‐L‐1I protocol,abstract
10.1021/acs.jpclett.6c00054,10.1021/acs.jpclett.6c00054,The Journal of Physical Chemistry Letters,defects,experimental,single_junction,unknown,pce_champion,10.24,%,The defect modulation achieves an efficiency of 10.24% with an ultrahigh fill factor of 87.63% for carbon-based CsPbBr 3 perovskite solar cells and 24.05% for,abstract
10.1016/j.esci.2026.100563,10.1016/j.esci.2026.100563,eScience,architecture,experimental,perovskite_silicon_tandem,tandem_2T,pce_champion,32.17,%,"The monolithic perovskite/silicon tandem device with the efficient perovskite sub-cells demonstrates a PCE of 32.17%, with a certified efficiency of 31.93% (1.00 cm 2 ).",abstract
10.1016/j.esci.2026.100563,10.1016/j.esci.2026.100563,eScience,architecture,experimental,perovskite_silicon_tandem,tandem_2T,pce_certified,31.93,%,"The monolithic perovskite/silicon tandem device with the efficient perovskite sub-cells demonstrates a PCE of 32.17%, with a certified efficiency of 31.93% (1.00 cm 2 ).",abstract
10.1016/j.esci.2026.100563,10.1016/j.esci.2026.100563,eScience,architecture,experimental,perovskite_silicon_tandem,tandem_2T,active_area_cm2,1.0,cm2,with a certified efficiency of 31.93% (1.00 cm 2 ),abstract
10.1002/aenm.202506760,10.1002/aenm.202506760,Advanced Energy Materials,stability,experimental,single_junction,unknown,pce_champion,25.92,%,"Consequently, PSCs incorporating TFMP achieve a champion power conversion efficiency of 25.92% and exhibit markedly improved operational durability.",abstract
10.1021/jacs.6c02548,10.1021/jacs.6c02548,Journal of the American Chemical Society,stability,experimental,single_junction,unknown,pce_champion,26.56,%,PSCs incorporating TPA-FCA deliver a champion efficiency of 26.56% (26.37% certified) together with remarkable operational stability.,abstract
10.1021/jacs.6c02548,10.1021/jacs.6c02548,Journal of the American Chemical Society,stability,experimental,single_junction,unknown,pce_certified,26.37,%,PSCs incorporating TPA-FCA deliver a champion efficiency of 26.56% (26.37% certified) together with remarkable operational stability.,abstract
10.1021/jacs.6c02548,10.1021/jacs.6c02548,Journal of the American Chemical Society,stability,experimental,single_junction,unknown,stability_protocol,ISOS-L-2,label,,abstract
10.1002/adma.202521898,10.1002/adma.202521898,Advanced Materials,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_champion,28.59,%,"we achieve a certified power conversion efficiency (PCE) of 19.95% (champion 20.81%) for the WBG subcell (1.77 eV, 0.0396 cm 2 ), and 28.59% for",abstract
10.1002/adma.202521898,10.1002/adma.202521898,Advanced Materials,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_certified,19.95,%,"we achieve a certified power conversion efficiency (PCE) of 19.95% (champion 20.81%) for the WBG subcell (1.77 eV, 0.0396 cm 2 ), and 28.59% for",abstract
10.1002/adma.202521898,10.1002/adma.202521898,Advanced Materials,architecture,experimental,all_perovskite_tandem,tandem_2T,active_area_cm2,0.0396,cm2,"for the WBG subcell (1.77 eV, 0.0396 cm 2 )",abstract
10.1002/adma.202522790,10.1002/adma.202522790,Advanced Materials,architecture,experimental,all_perovskite_tandem,tandem_2T,pce_champion,29.58,%,"Consequently, we achieve a 24.20% power conversion efficiency (PCE) for single‐junction Sn‐Pb devices and a 29.58% PCE for all‐perovskite TSCs.",abstract
