arm,month,work_key,field,value,architecture,grounded,cross_paper,sq_violation
ungated_baseline,2026-04,10.20517/energymater.2025.183,pce_champion,24.18,n-i-p,True,False,False
ungated_baseline,2026-04,10.22541/au.177516296.69014470/v1,pce_champion,24.32,n-i-p,True,False,False
ungated_baseline,2026-04,10.26434/chemrxiv.15001694/v1,pce_champion,32.1,tandem_2T,True,False,False
ungated_baseline,2026-04,10.48550/arxiv.2604.11264,pce_champion,23.62,unknown,True,False,False
ungated_baseline,2026-05,10.1002/adfm.202532110,pce_champion,26.15,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/adfm.75640,pce_champion,31.0,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1002/adfm.75664,pce_champion,14.34,unknown,True,False,False
ungated_baseline,2026-05,10.1002/adfm.75673,pce_champion,21.36,unknown,True,False,False
ungated_baseline,2026-05,10.1002/adfm.75697,pce_champion,27.1,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/adfm.75697,pce_certified,26.4,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/adfm.75743,pce_champion,26.07,unknown,True,False,False
ungated_baseline,2026-05,10.1002/adfm.75843,pce_champion,26.15,n-i-p,True,False,False
ungated_baseline,2026-05,10.1002/adfm.76110,pce_champion,25.05,unknown,True,False,False
ungated_baseline,2026-05,10.1002/adfm.76110,t80_h,2200,unknown,True,False,False
ungated_baseline,2026-05,10.1002/adfm.76197,pce_champion,26.11,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/adfm.76197,t80_h,1200,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/adfm.76198,pce_champion,26.55,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/adma.202519143,pce_champion,15.27,unknown,True,False,False
ungated_baseline,2026-05,10.1002/adma.73286,pce_champion,26.7,n-i-p,True,False,False
ungated_baseline,2026-05,10.1002/adma.73286,pce_certified,26.64,n-i-p,True,False,False
ungated_baseline,2026-05,10.1002/adma.73306,pce_champion,26.77,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/adma.73306,pce_certified,26.71,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/adma.73358,pce_champion,26.89,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/adma.73358,pce_certified,26.64,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/adma.73373,pce_champion,26.31,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/adma.73373,pce_certified,25.85,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/adma.73382,pce_champion,26.31,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/adma.73382,pce_certified,26.07,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/adma.73390,pce_champion,25.41,unknown,True,False,False
ungated_baseline,2026-05,10.1002/adma.73502,pce_champion,21.56,n-i-p,True,False,False
ungated_baseline,2026-05,10.1002/adma.73529,pce_champion,27.07,n-i-p,True,False,False
ungated_baseline,2026-05,10.1002/adma.73529,pce_certified,26.85,n-i-p,True,False,False
ungated_baseline,2026-05,10.1002/adma.73539,pce_champion,26.41,unknown,True,False,False
ungated_baseline,2026-05,10.1002/advs.75864,pce_champion,25.48,n-i-p,True,False,False
ungated_baseline,2026-05,10.1002/aenm.71036,pce_champion,31.25,unknown,True,False,False
ungated_baseline,2026-05,10.1002/aenm.71036,active_area_cm2,1.0,unknown,True,False,False
ungated_baseline,2026-05,10.1002/aenm.71068,pce_champion,26.87,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/aenm.71068,pce_certified,26.31,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/aenm.71077,pce_champion,32.74,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1002/aenm.71077,pce_certified,31.52,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1002/aenm.71102,pce_champion,25.02,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1002/aenm.71105,pce_champion,26.61,unknown,True,False,False
ungated_baseline,2026-05,10.1002/aenm.71107,pce_champion,33.74,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1002/aenm.71107,pce_certified,33.37,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1002/aenm.71111,pce_champion,26.62,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/aenm.71115,pce_champion,25.91,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1002/aenm.71115,t80_h,600,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1002/anie.3088935,pce_champion,26.07,unknown,True,False,False
ungated_baseline,2026-05,10.1002/anie.3920745,pce_champion,26.33,unknown,True,False,False
ungated_baseline,2026-05,10.1002/anie.3920745,pce_certified,25.98,unknown,True,False,False
ungated_baseline,2026-05,10.1002/anie.4293157,pce_champion,22.41,unknown,True,False,False
ungated_baseline,2026-05,10.1002/anie.4293157,pce_certified,21.74,unknown,True,False,False
ungated_baseline,2026-05,10.1002/anie.4293157,active_area_cm2,0.074,unknown,True,False,False
ungated_baseline,2026-05,10.1002/anie.5162616,pce_champion,32.26,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1002/anie.5162616,pce_certified,32.1,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1002/anie.5162616,active_area_cm2,1,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1002/anie.5162616,t80_h,1000,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1002/anie.7292679,pce_champion,17.26,module,True,False,False
ungated_baseline,2026-05,10.1002/anie.7292679,active_area_cm2,900,module,True,False,False
ungated_baseline,2026-05,10.1002/cey2.70227,pce_champion,20.14,unknown,True,False,False
ungated_baseline,2026-05,10.1002/cey2.70260,pce_champion,23.48,unknown,True,False,False
ungated_baseline,2026-05,10.1002/cey2.70260,t80_h,1000,unknown,True,False,False
ungated_baseline,2026-05,10.1002/ece2.70082,pce_champion,25.37,n-i-p,True,False,False
ungated_baseline,2026-05,10.1002/ece2.70082,active_area_cm2,0.09,n-i-p,True,False,False
ungated_baseline,2026-05,10.1002/ente.70525,pce_champion,4.26,unknown,True,False,False
ungated_baseline,2026-05,10.1002/inf2.70153,pce_champion,19.37,unknown,True,False,False
ungated_baseline,2026-05,10.1002/smll.202513734,pce_champion,20.01,unknown,True,False,False
ungated_baseline,2026-05,10.1002/smll.73595,pce_champion,29.05,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1002/smll.73621,pce_champion,25.95,n-i-p,True,False,False
ungated_baseline,2026-05,10.1002/smll.73673,pce_champion,26.6,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/smll.73673,active_area_cm2,0.09,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/smll.73761,pce_champion,25.81,n-i-p,True,False,False
ungated_baseline,2026-05,10.1002/smll.73854,pce_champion,18.52,unknown,True,False,False
ungated_baseline,2026-05,10.1002/smll.73886,pce_champion,26.1,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/smll.73891,pce_champion,26.41,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/smll.73891,active_area_cm2,0.096,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/smll.74000,pce_champion,21.2,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/smtd.70748,pce_champion,25.12,n-i-p,True,False,False
ungated_baseline,2026-05,10.1002/solr.202500960,pce_champion,15.27,unknown,True,False,False
ungated_baseline,2026-05,10.1002/solr.202600004,pce_champion,22.4,p-i-n,True,False,False
ungated_baseline,2026-05,10.1002/solr.70302,pce_champion,30.5,unknown,True,False,False
ungated_baseline,2026-05,10.1002/solr.70374,pce_champion,20.96,unknown,True,False,False
ungated_baseline,2026-05,10.1002/solr.70387,pce_champion,27.26,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1002/solr.70387,t80_h,300,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1002/solr.70388,pce_champion,9.07,p-i-n,True,False,False
ungated_baseline,2026-05,10.1007/s40243-026-00371-9,pce_champion,32.41,n-i-p,True,False,False
ungated_baseline,2026-05,10.1007/s40820-026-02225-5,pce_champion,44.36,unknown,True,False,False
ungated_baseline,2026-05,10.1007/s40820-026-02244-2,pce_champion,26.1,p-i-n,True,False,False
ungated_baseline,2026-05,10.1016/j.esci.2026.100601,pce_certified,18.48,module,True,False,False
ungated_baseline,2026-05,10.1016/j.esci.2026.100601,active_area_cm2,900,module,False,False,False
ungated_baseline,2026-05,10.1016/j.solener.2026.114672,pce_champion,17.53,n-i-p,True,False,False
ungated_baseline,2026-05,10.1021/acs.jpclett.6c00745,pce_champion,25.31,n-i-p,True,False,False
ungated_baseline,2026-05,10.1021/acs.jpclett.6c00952,pce_champion,25.79,p-i-n,True,False,False
ungated_baseline,2026-05,10.1021/acs.jpclett.6c01042,pce_champion,26.8,p-i-n,True,False,False
ungated_baseline,2026-05,10.1021/acsaem.6c00285,pce_champion,18.4,unknown,True,False,False
ungated_baseline,2026-05,10.1021/acsaem.6c01139,pce_champion,23.25,unknown,True,False,False
ungated_baseline,2026-05,10.1021/acsami.6c01711,pce_champion,32.03,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1021/acsami.6c02555,pce_champion,18.22,n-i-p,True,False,False
ungated_baseline,2026-05,10.1021/acsami.6c04007,pce_champion,21.58,p-i-n,True,False,False
ungated_baseline,2026-05,10.1021/acsami.6c04287,pce_champion,28.1,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1021/acsami.6c06052,pce_champion,25.82,n-i-p,True,False,False
ungated_baseline,2026-05,10.1021/acsami.6c06303,pce_champion,15.0,n-i-p,True,False,False
ungated_baseline,2026-05,10.1021/acsenergylett.6c00227,pce_champion,28.43,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1021/acsenergylett.6c00227,pce_certified,28.34,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1021/acsenergylett.6c00476,pce_champion,26.47,n-i-p,True,False,False
ungated_baseline,2026-05,10.1021/acsenergylett.6c00476,pce_certified,26.03,n-i-p,True,False,False
ungated_baseline,2026-05,10.1021/acsenergylett.6c00476,active_area_cm2,0.0727,n-i-p,True,False,False
ungated_baseline,2026-05,10.1021/acsenergylett.6c00737,pce_champion,26.2,unknown,True,False,False
ungated_baseline,2026-05,10.1021/acsenergylett.6c00771,pce_champion,23.48,p-i-n,True,False,False
ungated_baseline,2026-05,10.1021/acsenergylett.6c00820,pce_champion,21.1,p-i-n,True,False,False
ungated_baseline,2026-05,10.1021/acsenergylett.6c00820,pce_certified,20.62,p-i-n,True,False,False
ungated_baseline,2026-05,10.1021/acsenergylett.6c00867,pce_champion,26.06,p-i-n,True,False,False
ungated_baseline,2026-05,10.1021/acsenergylett.6c00879,pce_champion,21.4,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1021/acsenergylett.6c00952,pce_champion,9.1,p-i-n,True,False,False
ungated_baseline,2026-05,10.1021/acsnano.6c04740,pce_champion,29.1,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-71017-7,pce_champion,29.8,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-72790-1,pce_champion,26.71,p-i-n,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-72790-1,pce_certified,26.15,p-i-n,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-72793-y,pce_champion,26.34,n-i-p,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-72793-y,pce_certified,26.27,n-i-p,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-72794-x,pce_champion,33.84,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-72794-x,pce_certified,33.5,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-72794-x,active_area_cm2,1.0,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-72794-x,t80_h,800,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-73210-0,pce_champion,29.95,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-73210-0,pce_certified,29.44,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-73426-0,pce_champion,27.1,p-i-n,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-73426-0,pce_certified,26.9,p-i-n,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-73620-0,pce_champion,26.35,unknown,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-73656-2,pce_champion,33.04,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-73656-2,pce_certified,33.04,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-73709-6,pce_champion,20.72,n-i-p,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-73709-6,pce_certified,20.35,n-i-p,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-73743-4,pce_champion,26.5,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1038/s41467-026-73743-4,pce_certified,25.8,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1038/s41560-026-02068-9,pce_champion,24.3,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1038/s41586-026-10626-0,pce_champion,27.41,module,True,False,False
ungated_baseline,2026-05,10.1038/s41586-026-10626-0,pce_certified,27.41,module,True,False,False
ungated_baseline,2026-05,10.1038/s43246-026-01213-x,pce_champion,22.0,unknown,True,False,False
ungated_baseline,2026-05,10.1126/sciadv.aea7043,pce_champion,22.03,p-i-n,True,False,False
ungated_baseline,2026-05,10.1126/sciadv.aea7043,pce_certified,21.42,p-i-n,True,False,False
ungated_baseline,2026-05,10.1126/sciadv.aec4431,pce_champion,33.63,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1126/sciadv.aec4431,pce_certified,33.48,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1126/sciadv.aec4431,active_area_cm2,1.0,tandem_2T,True,False,False
ungated_baseline,2026-05,10.1126/science.aeb9953,pce_champion,27.6,unknown,True,False,False
ungated_baseline,2026-05,10.1126/science.aeb9953,pce_certified,27.6,unknown,True,False,False
ungated_baseline,2026-05,10.26434/chemrxiv.15003250/v2,pce_champion,20.6,unknown,True,False,False
ungated_baseline,2026-05,10.48550/arxiv.2605.03673,pce_champion,3.56,n-i-p,True,False,False
ungated_baseline,2026-05,10.48550/arxiv.2605.20242,pce_champion,21.32,unknown,True,False,False
ungated_baseline,2026-06,10.1002/adfm.75637,pce_champion,20.59,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adfm.76218,pce_champion,24.85,unknown,True,False,False
ungated_baseline,2026-06,10.1002/adfm.76243,pce_champion,23.3,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adfm.76257,pce_champion,26.09,n-i-p,True,False,False
ungated_baseline,2026-06,10.1002/adfm.76257,active_area_cm2,0.04,n-i-p,True,False,False
ungated_baseline,2026-06,10.1002/adfm.76264,pce_champion,20.35,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adfm.76291,pce_champion,26.52,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adfm.76418,pce_champion,26.08,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adfm.76562,pce_champion,25.69,n-i-p,True,False,False
ungated_baseline,2026-06,10.1002/adfm.76623,pce_champion,26.62,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adfm.76643,pce_champion,31.28,tandem_2T,True,False,False
ungated_baseline,2026-06,10.1002/adfm.76756,pce_champion,26.76,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adfm.76756,pce_certified,26.12,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adma.202522825,pce_champion,26.54,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adma.202522825,pce_certified,26.24,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adma.73535,pce_champion,26.13,n-i-p,True,False,False
ungated_baseline,2026-06,10.1002/adma.73561,pce_champion,26.14,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adma.73561,active_area_cm2,0.05,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adma.73567,pce_champion,23.33,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adma.73656,pce_champion,26.6,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adma.73656,pce_certified,26.2,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adma.73656,active_area_cm2,0.0524,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adma.73679,pce_champion,25.56,unknown,True,False,False
ungated_baseline,2026-06,10.1002/adma.73679,pce_certified,25.56,unknown,True,False,False
ungated_baseline,2026-06,10.1002/adma.73679,t80_h,87600,unknown,False,False,False
ungated_baseline,2026-06,10.1002/adma.73682,pce_champion,29.44,tandem_2T,True,False,False
ungated_baseline,2026-06,10.1002/adma.73682,t80_h,1080,tandem_2T,True,False,False
ungated_baseline,2026-06,10.1002/adma.73713,pce_champion,33.59,tandem_2T,True,False,False
ungated_baseline,2026-06,10.1002/adma.73828,pce_champion,26.83,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adma.73833,pce_champion,22.28,unknown,True,False,False
ungated_baseline,2026-06,10.1002/adma.73855,pce_champion,27.12,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/adma.73855,pce_certified,26.8,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/advs.76010,pce_champion,26.02,n-i-p,True,False,False
ungated_baseline,2026-06,10.1002/aenm.71123,pce_champion,21.0,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/aenm.71159,pce_certified,26.61,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/aenm.71159,active_area_cm2,0.06734,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/aenm.71170,pce_champion,26.1,n-i-p,True,False,False
ungated_baseline,2026-06,10.1002/aenm.71174,pce_champion,20.8,unknown,True,False,False
ungated_baseline,2026-06,10.1002/aenm.71181,pce_champion,25.18,unknown,True,False,False
ungated_baseline,2026-06,10.1002/aenm.71216,pce_champion,22.79,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/aenm.71216,pce_certified,21.34,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/aenm.71222,pce_champion,26.13,unknown,True,False,False
ungated_baseline,2026-06,10.1002/anie.2412282,pce_champion,22.61,unknown,True,False,False
ungated_baseline,2026-06,10.1002/anie.2535666,pce_champion,22.27,unknown,True,False,False
ungated_baseline,2026-06,10.1002/anie.2974414,pce_champion,26.52,unknown,True,False,False
ungated_baseline,2026-06,10.1002/anie.4500167,pce_champion,26.66,n-i-p,True,False,False
ungated_baseline,2026-06,10.1002/anie.4500167,active_area_cm2,1.04,n-i-p,True,False,False
ungated_baseline,2026-06,10.1002/anie.4918900,pce_champion,29.29,tandem_2T,True,False,False
ungated_baseline,2026-06,10.1002/anie.4918900,pce_certified,28.79,tandem_2T,True,False,False
ungated_baseline,2026-06,10.1002/anie.5595275,pce_champion,29.18,tandem_2T,True,False,False
ungated_baseline,2026-06,10.1002/anie.5595275,t80_h,500,tandem_2T,True,False,False
ungated_baseline,2026-06,10.1002/anie.7010126,pce_champion,26.47,unknown,True,False,False
ungated_baseline,2026-06,10.1002/cey2.70296,pce_champion,17.25,unknown,True,False,False
ungated_baseline,2026-06,10.1002/eem2.70443,pce_champion,26.33,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/eem2.70453,pce_champion,29.08,tandem_2T,True,False,False
ungated_baseline,2026-06,10.1002/ente.70501,pce_champion,26.75,unknown,True,False,False
ungated_baseline,2026-06,10.1002/ente.70553,pce_champion,31.92,n-i-p,True,False,False
ungated_baseline,2026-06,10.1002/smll.202510785,pce_champion,26.15,n-i-p,True,False,False
ungated_baseline,2026-06,10.1002/smll.202514809,pce_champion,23.0,n-i-p,True,False,False
ungated_baseline,2026-06,10.1002/smll.74043,pce_champion,21.57,unknown,True,False,False
ungated_baseline,2026-06,10.1002/smll.74076,pce_champion,21.36,unknown,True,False,False
ungated_baseline,2026-06,10.1002/smll.74086,pce_champion,15.85,unknown,True,False,False
ungated_baseline,2026-06,10.1002/smll.74200,pce_champion,25.13,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/smll.74278,pce_champion,26.47,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/smll.74279,pce_champion,24.63,unknown,True,False,False
ungated_baseline,2026-06,10.1002/smll.74279,t80_h,1000,unknown,True,False,False
ungated_baseline,2026-06,10.1002/smll.74319,pce_champion,30.18,tandem_2T,True,False,False
ungated_baseline,2026-06,10.1002/smll.74320,pce_champion,24.08,unknown,True,False,False
ungated_baseline,2026-06,10.1002/smll.74320,t80_h,2000,unknown,True,False,False
ungated_baseline,2026-06,10.1002/smll.74328,pce_champion,25.94,unknown,True,False,False
ungated_baseline,2026-06,10.1002/solr.70363,pce_champion,18.48,n-i-p,True,False,False
ungated_baseline,2026-06,10.1002/solr.70385,pce_champion,20.05,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/solr.70394,pce_champion,20.05,unknown,True,False,False
ungated_baseline,2026-06,10.1002/solr.70398,pce_champion,19.67,unknown,True,False,False
ungated_baseline,2026-06,10.1002/solr.70405,pce_champion,26.6,p-i-n,True,False,False
ungated_baseline,2026-06,10.1002/solr.70406,pce_champion,20.7,unknown,True,False,False
ungated_baseline,2026-06,10.1002/solr.70410,pce_champion,23.4,tandem_2T,True,False,False
ungated_baseline,2026-06,10.1007/s40243-026-00382-6,pce_champion,29.41,n-i-p,True,False,False
ungated_baseline,2026-06,10.1016/j.cej.2026.177834,pce_champion,11.0,unknown,True,False,False
ungated_baseline,2026-06,10.1016/j.cej.2026.177834,t80_h,1000,unknown,True,False,False
ungated_baseline,2026-06,10.1016/j.chphi.2026.101092,pce_champion,12.0,n-i-p,True,False,False
ungated_baseline,2026-06,10.1016/j.rineng.2026.111690,pce_champion,19.93,n-i-p,True,False,False
ungated_baseline,2026-06,10.1021/acs.jpclett.6c01395,pce_champion,21.84,unknown,True,False,False
ungated_baseline,2026-06,10.1021/acs.jpclett.6c01458,pce_champion,22.14,p-i-n,True,False,False
ungated_baseline,2026-06,10.1021/acs.jpclett.6c01531,pce_champion,22.4,unknown,True,False,False
ungated_baseline,2026-06,10.1021/acs.jpclett.6c01531,t80_h,3600,unknown,True,False,False
ungated_baseline,2026-06,10.1021/acs.jpclett.6c01600,pce_champion,15.84,unknown,True,False,False
ungated_baseline,2026-06,10.1021/acs.nanolett.6c00804,pce_champion,25.22,unknown,True,False,False
ungated_baseline,2026-06,10.1021/acsaem.6c00330,pce_champion,24,n-i-p,True,False,False
ungated_baseline,2026-06,10.1021/acsaem.6c00778,pce_champion,20.76,n-i-p,True,False,False
ungated_baseline,2026-06,10.1021/acsaem.6c01329,pce_champion,23.3,unknown,True,False,False
ungated_baseline,2026-06,10.1021/acsaem.6c01363,pce_champion,25.06,unknown,True,False,False
ungated_baseline,2026-06,10.1021/acsaem.6c01434,pce_champion,7.66,p-i-n,True,False,False
ungated_baseline,2026-06,10.1021/acsaem.6c01493,pce_champion,12.09,p-i-n,True,False,False
ungated_baseline,2026-06,10.1021/acsami.6c01472,pce_champion,19.9,p-i-n,True,False,False
ungated_baseline,2026-06,10.1021/acsami.6c01787,pce_champion,23.16,unknown,True,False,False
ungated_baseline,2026-06,10.1021/acsami.6c02373,pce_champion,25.16,p-i-n,True,False,False
ungated_baseline,2026-06,10.1021/acsami.6c04650,pce_champion,23.74,unknown,True,False,False
ungated_baseline,2026-06,10.1021/acsami.6c05001,pce_champion,24.97,tandem_2T,True,False,False
ungated_baseline,2026-06,10.1021/acsami.6c05326,pce_champion,17.73,n-i-p,True,False,False
ungated_baseline,2026-06,10.1021/acsami.6c06698,pce_champion,24.42,n-i-p,True,False,False
ungated_baseline,2026-06,10.1021/acsami.6c07582,pce_champion,28.4,tandem_2T,True,False,False
ungated_baseline,2026-06,10.1021/acsenergylett.6c00641,pce_champion,14.8,p-i-n,True,False,False
ungated_baseline,2026-06,10.1021/acsenergylett.6c00703,pce_champion,26.78,unknown,True,False,False
ungated_baseline,2026-06,10.1021/acsenergylett.6c01257,pce_champion,26.93,p-i-n,True,False,False
ungated_baseline,2026-06,10.1021/acsenergylett.6c01257,pce_certified,26.44,p-i-n,True,False,False
ungated_baseline,2026-06,10.1021/acsenergylett.6c01291,pce_champion,26.54,p-i-n,True,False,False
ungated_baseline,2026-06,10.1021/acsenergylett.6c01291,active_area_cm2,0.1,p-i-n,True,False,False
ungated_baseline,2026-06,10.1021/acsenergylett.6c01505,pce_champion,10.45,unknown,True,False,False
ungated_baseline,2026-06,10.1021/acsmaterialslett.5c01678,pce_champion,26.58,unknown,True,False,False
ungated_baseline,2026-06,10.1021/acssuschemeng.6c04546,pce_champion,25.4,p-i-n,True,False,False
ungated_baseline,2026-06,10.1038/s41467-026-72581-8,pce_certified,26.1,p-i-n,True,False,False
ungated_baseline,2026-06,10.1038/s41467-026-73276-w,pce_champion,22.22,module,True,False,False
ungated_baseline,2026-06,10.1038/s41467-026-73276-w,active_area_cm2,57.6,module,True,False,False
ungated_baseline,2026-06,10.1038/s41467-026-73739-0,pce_champion,25.61,unknown,True,False,False
ungated_baseline,2026-06,10.1038/s41467-026-74107-8,pce_champion,27.29,unknown,True,False,False
ungated_baseline,2026-06,10.1038/s41467-026-74107-8,pce_certified,26.84,unknown,True,False,False
ungated_baseline,2026-06,10.1038/s41467-026-74285-5,pce_champion,25.54,unknown,True,False,False
ungated_baseline,2026-06,10.1038/s41467-026-74288-2,pce_champion,26.88,p-i-n,True,False,False
ungated_baseline,2026-06,10.1038/s43246-026-01252-4,pce_champion,12.1,unknown,True,False,False
ungated_baseline,2026-06,10.1088/2752-5724/ae7817,pce_champion,22.21,unknown,True,False,False
ungated_baseline,2026-06,10.1126/sciadv.aef6596,pce_champion,27.28,unknown,True,False,False
ungated_baseline,2026-06,10.1126/sciadv.aef6596,pce_certified,27.28,unknown,True,False,False
ungated_baseline,2026-06,10.1126/sciadv.aef6596,t80_h,3566,unknown,True,False,False
ungated_baseline,2026-06,10.1126/science.aef5355,pce_champion,33.2,tandem_2T,True,False,False
ungated_baseline,2026-06,10.1126/science.aef5355,pce_certified,33.6,tandem_2T,True,False,False
ungated_baseline,2026-06,10.1126/science.aef5355,active_area_cm2,1.0,tandem_2T,True,False,False
ungated_baseline,2026-06,10.3390/nano16130795,pce_champion,15.44,p-i-n,True,False,False
ungated_baseline,2026-06,10.48550/arxiv.2606.12083,pce_champion,28.85,n-i-p,True,False,False
ungated_baseline,2026-07,10.1002/adfm.76731,pce_champion,16.16,unknown,True,False,False
ungated_baseline,2026-07,10.1002/adfm.76731,t80_h,1150,unknown,True,False,False
ungated_baseline,2026-07,10.1002/adfm.76848,pce_champion,25.67,n-i-p,True,False,False
ungated_baseline,2026-07,10.1002/adfm.76878,pce_champion,25.75,p-i-n,True,False,False
ungated_baseline,2026-07,10.1002/adfm.76974,pce_champion,25.73,unknown,True,False,False
ungated_baseline,2026-07,10.1002/adfm.77015,pce_champion,26.33,n-i-p,True,False,False
ungated_baseline,2026-07,10.1002/adfm.77164,pce_champion,26.15,p-i-n,True,False,False
ungated_baseline,2026-07,10.1002/adfm.77175,pce_champion,25.76,n-i-p,True,False,False
ungated_baseline,2026-07,10.1002/adfm.77211,pce_champion,26.07,n-i-p,True,False,False
ungated_baseline,2026-07,10.1002/adfm.77373,pce_champion,26.32,n-i-p,True,False,False
ungated_baseline,2026-07,10.1002/adfm.77378,pce_champion,26.13,unknown,True,False,False
ungated_baseline,2026-07,10.1002/adma.73807,pce_champion,27.31,p-i-n,True,False,False
ungated_baseline,2026-07,10.1002/adma.73807,pce_certified,27.31,p-i-n,True,False,False
ungated_baseline,2026-07,10.1002/adma.73886,pce_champion,26.33,p-i-n,True,False,False
