work_key,doi,title,venue,venue_type,publication_date,type,lang,axis_primary,axis_secondary,lens,mechanism_centrality,first_author_institution,cited_by_count,oa_status,in_depth_tier
10.1016/j.ccr.2026.218171,10.1016/j.ccr.2026.218171,Defect engineering via rare-earth incorporation (DE-RE) in TiO₂ photocatalysts: Wavelength-dependent energy conversion performance,Coordination Chemistry Reviews,journal,2026-06-05,article,en,defects,,experimental,0.0909,Universiti Tenaga Nasional,0,closed,0
10.3390/ma19112415,10.3390/ma19112415,Recent Development of Back-Contacted Single-Crystal Perovskite Solar Cells,Materials,journal,2026-06-05,article,en,defects,,review,0.1364,Shandong University,0,gold,0
10.1016/j.mtchem.2026.103749,10.1016/j.mtchem.2026.103749,Understanding electron-phonon interaction in solution-processed photovoltaic materials,Materials Today Chemistry,journal,2026-06-05,article,en,composition,,review,0.0,Linköping University,0,hybrid,0
10.3390/su18115760,10.3390/su18115760,Life Cycle Assessment of a Perovskite/Silicon Tandem Module and Its Future Application in a PV Plant,Sustainability,journal,2026-06-05,article,en,scale_up,,scale_up,0.1818,Ricerca Sul Sistema Energetico (italy),0,gold,1
10.1007/s43939-026-00740-1,10.1007/s43939-026-00740-1,Interface engineered CsSn0.5Ge0.5I3/c-Si lead free tandem solar cell achieving high efficiency using NiO/PCBM layers,Discover Materials,journal,2026-06-05,article,en,architecture,,theory,0.0968,Jaypee,0,gold,0
10.59675/e415,10.59675/e415,Smart Materials and Their Applications in Renewable Energy Systems,Academic International Journal of Engineering Science,journal,2026-06-05,article,en,scale_up,,review,0.0152,Sana'a University,0,hybrid,0
10.1088/1402-4896/ae7855,10.1088/1402-4896/ae7855,Quantum and classical machine learning for perovskite bandgap learning and solar cell performance analysis,Physica Scripta,journal,2026-06-05,article,en,composition,,theory,0.0,Yangzhou University,0,hybrid,0
10.1016/j.cej.2026.178033,10.1016/j.cej.2026.178033,Dimethylammonium chloride-assisted antisolvent engineering for high-performance and stable CsPbI3 perovskite solar cells,Chemical Engineering Journal,journal,2026-06-05,article,en,composition,,experimental,0.0,Soochow University,0,closed,0
10.1002/smll.74076,10.1002/smll.74076,Highly‐Oriented 3D Perovskite Films Synthesized by the Assisted Growth of Large‐Area 2D Perovskite Nanosheets With n = 1,Small,journal,2026-06-05,article,en,composition,,experimental,0.1333,Sun Yat-sen University,0,green,1
10.1038/s41467-026-74107-8,10.1038/s41467-026-74107-8,Indium-Based Octahedra Coordinating Pb–I Termini for Stable Perovskites,Nature Communications,journal,2026-06-05,article,en,stability,,experimental,0.1061,Zhejiang Lab,0,gold,1
10.1038/s41598-026-54942-x,10.1038/s41598-026-54942-x,Design and simulation of PEA0.15FA0.75MA0.1SnI2Br based quasi-2D/3D tin perovskite solar cells with different charge transport layers for efficiency enhancement,Scientific Reports,journal,2026-06-05,article,en,composition,,theory,0.2167,Vellore,0,gold,0
10.21203/rs.3.rs-9877778/v1,10.21203/rs.3.rs-9877778/v1,Entropy-engineered perovskite heterointerfaces suppress lattice-distortion-induced carrier localization and operational fatigue,Research Square,repository,2026-06-05,preprint,en,composition,,experimental,0.0,Gannan Normal University,0,green,0
10.1021/acsami.6c05001,10.1021/acsami.6c05001,Dual-Layer Grain-Boundary In Situ Polymerization Modulates Elastic Modulus for Mechanically Stable Flexible All-Perovskite Tandem Solar Cells,ACS Applied Materials & Interfaces,journal,2026-06-05,article,en,architecture,,experimental,0.1935,Sungkyunkwan University,0,bronze,1
10.1021/acsomega.6c03327,10.1021/acsomega.6c03327,Combining DFT Calculations and Clustering Techniques to Screen Organic Monovalent Cations for Applications in Halide Perovskite Solar Cells,ACS Omega,journal,2026-06-05,article,en,defects,stability,theory,0.1364,,0,gold,0
10.1038/s43246-026-01222-w,10.1038/s43246-026-01222-w,Performance improvement of low-dimensional Sn-based perovskites for solar cells from photophysical response to inter-phase transport and stability,Communications Materials,journal,2026-06-05,article,en,defects,,review,0.1136,Wenzhou Medical University,0,gold,1
10.1007/s40843-026-4072-3,10.1007/s40843-026-4072-3,Record efficiency of 20.01% in HTM-free carbon-based CsPbI3 perovskite solar cells achieved by TEPM multifunctional additive,Science China Materials,journal,2026-06-05,article,en,composition,,experimental,0.0333,Shaanxi Normal University,0,closed,0
10.1021/acsami.6c05001.s001,10.1021/acsami.6c05001.s001,Dual-Layer Grain-Boundary In Situ Polymerization Modulates Elastic Modulus for Mechanically Stable Flexible All-Perovskite Tandem Solar Cells,Figshare,repository,2026-06-05,article,en,architecture,,experimental,0.1935,,0,green,0
10.1038/s41467-026-73739-0,10.1038/s41467-026-73739-0,Mechanistic insight into α-to-δ phase transition and stabilizing α-phase FAPbI3 via regulating δ-phase orientation,Nature Communications,journal,2026-06-06,article,en,composition,,experimental,0.0667,,2,gold,1
10.1002/adma.202522825,10.1002/adma.202522825,Polymerized Surface Passivation for Stable and Efficient Inverted Perovskite Solar Cells,Advanced Materials,journal,2026-06-06,article,en,defects,,experimental,0.1364,University Of Science And Technology Of China,2,green,1
10.1016/j.cinorg.2026.100163,10.1016/j.cinorg.2026.100163,Numerical design and performance optimization of emerging SrZrS3-Based solar cells integrated with ZrS2 and CZTS transport layers,Chemistry of Inorganic Materials,journal,2026-06-06,article,en,interfaces,,theory,0.24,University B.t. & Evening College,0,gold,0
10.1007/s11664-026-12943-6,10.1007/s11664-026-12943-6,Optoelectronic and Photocatalytic Properties of Sn-Based Halide Perovskite Materials: Insights from GGA and HSE06 Calculations,Journal of Electronic Materials,journal,2026-06-06,article,en,composition,,experimental,0.0,Quzhou University,0,closed,0
10.1016/j.surfin.2026.109772,10.1016/j.surfin.2026.109772,FA-matched FAPbI3 quantum dots for interfacial defect passivation in carbon-based perovskite solar cells,Surfaces and Interfaces,journal,2026-06-06,article,en,defects,,experimental,0.2273,Chiang Mai University,0,closed,0
10.1002/ece2.70087,10.1002/ece2.70087,"Stabilization Strategies for Carbon Based Perovskite Solar Cells Under Light, Heat, and Humidity",EcoEnergy,journal,2026-06-06,article,en,defects,stability,experimental,0.1136,Centre National De La Recherche Scientifique,0,diamond,1
10.5281/zenodo.20567736,10.5281/zenodo.20567736,AI-DRIVEN OPTIMIZATION OF PEROVSKITE SOLAR CELLS FOR SUSTAINABLE ENERGY DEVELOPMENT IN PAKISTAN,Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-06,article,de,composition,,experimental,0.0,,0,green,0
10.1002/adfm.76345,10.1002/adfm.76345,Suppressing Vacancies via Tailored Molecular Interactions Toward Enhanced Moisture Stability in Fully Air‐Fabricated Inverted Perovskite Solar Cells,Advanced Functional Materials,journal,2026-06-06,article,en,stability,,experimental,0.0758,Of The People's Republic Of China,0,closed,0
10.1021/acs.jpcc.6c01179,10.1021/acs.jpcc.6c01179,"First-Principles Calculations and SCAPS-1D Simulations of Lead-Free Double Perovskites Rb 2 AgBiX 6 (X = Br, I) for Solar Cell Applications",The Journal of Physical Chemistry C,journal,2026-06-06,article,en,composition,,theory,0.1,Yukhnovskii Institute For Condensed Matter Physics Of The National Academy Of Sc,0,closed,0
10.1016/j.surfin.2026.109787,10.1016/j.surfin.2026.109787,Multifunctional 4-Chloro-N-methylpyridine-2-carboxamide upper interface toward efficient inorganic perovskite solar cells,Surfaces and Interfaces,journal,2026-06-06,article,en,interfaces,,experimental,0.08,Northeast Electric Power University,0,closed,0
10.1016/j.solmat.2026.114495,10.1016/j.solmat.2026.114495,Synergistic modification of SnO2 electron transport layer via SnO2 quantum dot seeding for enhanced performance in perovskite solar cells,Solar Energy Materials and Solar Cells,journal,2026-06-06,article,en,interfaces,,experimental,0.08,Chiang Mai University,0,closed,0
10.5281/zenodo.20589612,10.5281/zenodo.20589612,AI-DRIVEN OPTIMIZATION OF PEROVSKITE SOLAR CELLS FOR SUSTAINABLE ENERGY DEVELOPMENT IN PAKISTAN,Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-06,article,de,composition,,experimental,0.0,,0,green,0
10.5281/zenodo.20589710,10.5281/zenodo.20589710,AI-DRIVEN OPTIMIZATION OF PEROVSKITE SOLAR CELLS FOR SUSTAINABLE ENERGY DEVELOPMENT IN PAKISTAN,Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-06,article,de,composition,,experimental,0.0,,0,green,0
10.5281/zenodo.20677723,10.5281/zenodo.20677723,AI-DRIVEN OPTIMIZATION OF PEROVSKITE SOLAR CELLS FOR SUSTAINABLE ENERGY DEVELOPMENT IN PAKISTAN,Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-06,article,de,composition,,experimental,0.0,,0,green,0
10.5281/zenodo.20730543,10.5281/zenodo.20730543,AI-DRIVEN OPTIMIZATION OF PEROVSKITE SOLAR CELLS FOR SUSTAINABLE ENERGY DEVELOPMENT IN PAKISTAN,Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-06,article,de,composition,,experimental,0.0,,0,green,0
10.65164/hp4wv458,10.65164/hp4wv458,Interface Engineering in Organic–Inorganic Hybrid Solar Cells: Strategies for Improving Charge Transport,,,2026-06-06,article,en,interfaces,,experimental,0.14,Osh Technological University,0,gold,0
10.65164/esahtb33,10.65164/esahtb33,Integrated Defect Engineering in Perovskite Solar Cells for Enhanced Stability and Efficiency,,,2026-06-06,article,en,defects,,experimental,0.2273,Osh Technological University,0,gold,0
10.65164/qt1x2a43,10.65164/qt1x2a43,Advanced Tandem Solar-Cell Architectures: Beyond the Conventional Silicon–Perovskite Paradigm,,,2026-06-06,article,en,architecture,,experimental,0.0968,Tashkent State Technical University Named After Islam Karimov,0,gold,0
10.1002/anie.4500167,10.1002/anie.4500167,Simple‐Synthesis Isomer‐Free Multi‐Adduct Fullerenes as Electron Transport Materials Enable 26.66% Efficiency of Perovskite Solar Cells,Angewandte Chemie International Edition,journal,2026-06-07,article,en,defects,,experimental,0.1364,Central South University,2,green,1
10.1002/anie.5595275,10.1002/anie.5595275,Hybrid Seeding‐Template Modulation of Sn–Pb Perovskite Crystallization for High‐Efficiency All‐Perovskite Tandem Solar Cells,Angewandte Chemie International Edition,journal,2026-06-07,article,en,architecture,stability,experimental,0.0968,Nanjing Tech University,2,green,1
10.1002/aenm.71170,10.1002/aenm.71170,Phosphate‐Buffered Synthesis of SnO 2 Nanoparticles With Interfacial Proton Buffering for High‐Performance and Stable Perovskite Solar Cells,Advanced Energy Materials,journal,2026-06-07,article,en,interfaces,,experimental,0.12,Dalian University Of Technology,1,closed,1
10.1016/j.solener.2026.114751,10.1016/j.solener.2026.114751,Mechanism-guided contact design with dual MoS2 for bilayer perovskite solar cells,Solar Energy,journal,2026-06-07,article,en,composition,,experimental,0.0,Fujian University Of Technology,0,closed,0
10.1002/ange.7010126,10.1002/ange.7010126,Modulation of Crystal Plane Growth for Efficient and Stable Perovskite Solar Cells,Angewandte Chemie,journal,2026-06-07,article,en,stability,,experimental,0.0455,Nanchang University,0,closed,0
10.1002/idm2.70058,10.1002/idm2.70058,Defects‐Triggered In Situ Reconstruction in Metal‐Halide Perovskites for Photo‐Rechargeable Lithium‐Ion Batteries,Interdisciplinary materials,journal,2026-06-07,article,en,composition,,experimental,0.0167,Wuhan University Of Technology,0,gold,0
10.1002/ange.5595275,10.1002/ange.5595275,Hybrid Seeding‐Template Modulation of Sn–Pb Perovskite Crystallization for High‐Efficiency All‐Perovskite Tandem Solar Cells,Angewandte Chemie,journal,2026-06-07,article,en,architecture,stability,experimental,0.0968,Nanjing Tech University,0,closed,0
10.1002/anie.7010126,10.1002/anie.7010126,Modulation of Crystal Plane Growth for Efficient and Stable Perovskite Solar Cells,Angewandte Chemie International Edition,journal,2026-06-07,article,en,stability,,experimental,0.0455,Nanchang University,0,green,1
10.1002/ange.4500167,10.1002/ange.4500167,Simple‐Synthesis Isomer‐Free Multi‐Adduct Fullerenes as Electron Transport Materials Enable 26.66% Efficiency of Perovskite Solar Cells,Angewandte Chemie,journal,2026-06-07,article,en,defects,,experimental,0.1364,Central South University,0,closed,0
10.1021/acsphotonics.6c00614,10.1021/acsphotonics.6c00614,Chiral Perovskites: Controlled Synthesis and Photonic Device Applications,ACS Photonics,journal,2026-06-08,article,en,composition,,review,0.0,Hainan University,3,closed,0
10.1016/j.ijhydene.2026.155794,10.1016/j.ijhydene.2026.155794,Technological advancement towards developing perovskite-based solar and tandem devices for the applications of renewable energy harvesting and energy transformation,International Journal of Hydrogen Energy,journal,2026-06-08,article,en,architecture,,review,0.1935,City University Of Hong Kong,2,hybrid,1
10.3390/su18125842,10.3390/su18125842,"Materials for Solar Photovoltaics: A Comprehensive Review of Advancements, Challenges, and Future Directions",Sustainability,journal,2026-06-08,article,en,composition,,review,0.05,Prince Mohammad Bin Fahd University,1,gold,0
10.1063/5.0333987,10.1063/5.0333987,Kinetically controlled crystallization via plant-derived additives boosts the efficiency of carbon-based perovskite solar cells exceeding 20%,Applied Physics Letters,journal,2026-06-08,article,en,defects,interfaces,experimental,0.0455,Nantong University,0,closed,0
10.1002/adma.73656,10.1002/adma.73656,Hydroxyl Interfacial Engineering for Self‐Assemble Monolayers Anchoring on NiO x Enables Efficient and Stable Perovskite Solar Cells,Advanced Materials,journal,2026-06-08,article,en,stability,,experimental,0.0758,Jilin University,0,green,1
10.1021/acsami.6c00873,10.1021/acsami.6c00873,Protective Role of Oxides on Pb-Free Halide Perovskite Surfaces: Interfacial Effects and Excitonic Optical Properties from First-Principles,ACS Applied Materials & Interfaces,journal,2026-06-08,article,en,composition,,theory,0.0,University Of Rome Tor Vergata,0,hybrid,0
10.26434/chemrxiv.15004455/v1,10.26434/chemrxiv.15004455/v1,Experimental and Computational Analysis of Perovskite–Hole-Transport-Layer Interfaces: a Case Study in Carbazole-based Hole Transport Molecules,ChemRxiv,repository,2026-06-08,preprint,en,interfaces,,experimental,0.08,National Cheng Kung University,0,green,1
10.1016/j.jcis.2026.140907,10.1016/j.jcis.2026.140907,Dual-functional 1-adamantanethiol additive engineering for efficient and stable perovskite solar cells,Journal of Colloid and Interface Science,journal,2026-06-08,article,en,composition,,experimental,0.0333,Huaqiao University,0,closed,0
10.1088/1361-6528/ae797b,10.1088/1361-6528/ae797b,Oriented growth and enhanced photocurrent of Fe doped centimeter-size long CsPbBr 3 single crystal,Nanotechnology,journal,2026-06-08,article,en,composition,stability,experimental,0.0167,Guangxi University,0,hybrid,0
10.1016/j.nxmate.2026.102444,10.1016/j.nxmate.2026.102444,Hybrid numerical and machine learning investigation of Cs₂PtI₆ lead-free perovskite solar cells for improved PV effectiveness,Next Materials,journal,2026-06-08,article,en,interfaces,,theory,0.2,Islamic University,0,gold,0
10.1021/acsomega.6c01385,10.1021/acsomega.6c01385,"Effect of MoS 2 Interfacial Engineering across MAPbI 3 , FAPbI 3 , and CsPbI 3 Perovskite Solar Cells",ACS Omega,journal,2026-06-08,article,en,interfaces,,theory,0.16,University Of Engineering And Technology Peshawar,0,gold,0
10.1016/j.matlet.2026.141065,10.1016/j.matlet.2026.141065,Dual-site ligand combined with antisolvent engineering for enhancing efficiency of inverted perovskite solar cells,Materials Letters,journal,2026-06-08,article,en,composition,,experimental,0.0,Guilin University Of Technology,0,closed,0
10.1021/acsmaterialslett.5c01678,10.1021/acsmaterialslett.5c01678,Efficient Rigid and Flexible Perovskite Photovoltaics with Crystallization and Morphology Evolution via Chlorine-Containing Triazine Molecular Passivation,ACS Materials Letters,journal,2026-06-08,article,en,defects,,experimental,0.1818,Ningbo,0,closed,1
10.54254/2755-2721/2026.34222,10.54254/2755-2721/2026.34222,Recent Advances in Carbon Nanotube Research for Perovskite Solar Cells,Applied and Computational Engineering,journal,2026-06-08,article,en,defects,interfaces,review,0.0455,Anhui University,0,hybrid,0
10.1007/s10853-026-13078-z,10.1007/s10853-026-13078-z,"Review: tandem-relevant wide-bandgap perovskites—material systems, evolution pathways, and performance optimization",Journal of Materials Science,journal,2026-06-08,article,en,architecture,,review,0.0968,Northeastern University,0,closed,0
10.1016/j.rinp.2026.108707,10.1016/j.rinp.2026.108707,Random textured interfaces for efficiency enhancement of perovskite solar cells,Results in Physics,journal,2026-06-08,article,en,interfaces,,experimental,0.04,Tarbiat Modares University,0,gold,0
10.1016/j.matchemphys.2026.132755,10.1016/j.matchemphys.2026.132755,"Investigation of eco-friendly double perovskites Cs2KBiX6 (X = Cl, Br, I) for optoelectronic and thermoelectric applications",Materials Chemistry and Physics,journal,2026-06-08,article,en,,,,,Shahjalal University Of Science And Technology,0,closed,0
10.48550/arxiv.2606.09147,10.48550/arxiv.2606.09147,Artificial Intelligence for Instability in Inorganic Perovskites: From Mechanism Discovery to Engineering Strategies,arXiv (Cornell University),repository,2026-06-08,preprint,en,stability,,review,0.0152,,0,green,1
10.1021/acsami.6c00873.s001,10.1021/acsami.6c00873.s001,Protective Role of Oxides on Pb-Free Halide Perovskite Surfaces: Interfacial Effects and Excitonic Optical Properties from First-Principles,Figshare,repository,2026-06-08,article,en,interfaces,,theory,0.04,,0,green,0
artificial intelligence for instability in inorganic perovskites from mechanism discovery to engineering strategies|zhao,,Artificial Intelligence for Instability in Inorganic Perovskites: From Mechanism Discovery to Engineering Strategies,arXiv (Cornell University),repository,2026-06-08,preprint,en,composition,,experimental,0.0,Frontier Science Foundation,0,green,0
voltage dependent stability and degradation pathways in perovskite solar cells|howe,,Voltage-Dependent Stability and Degradation Pathways in Perovskite Solar Cells,ScholarWorks -A service of University of Vermont Libraries (University of Vermont),repository,2026-06-08,article,en,stability,,experimental,0.0303,,0,closed,0
10.5815/ijwmt.2026.03.20,10.5815/ijwmt.2026.03.20,Radiation-Tolerant MASnI₃ Perovskite Solar Cells for Space Communication: Sequential SCAPS Optimization and SRIM-Based Proton Damage Analysis,International Journal of Wireless and Microwave Technologies,journal,2026-06-08,article,en,interfaces,,theory,0.12,University Of Chittagong,0,diamond,0
10.1016/j.micrna.2026.208781,10.1016/j.micrna.2026.208781,Synergistic defect passivation and solvent extraction via 4-methoxyphenethylammonium iodide for efficient and stable perovskite solar cells,Micro and Nanostructures,journal,2026-06-09,article,en,defects,,experimental,0.2273,Henan University,1,closed,0
10.1002/solr.70390,10.1002/solr.70390,One Year of Outdoor Performance of Perovskite/Perovskite/Silicon Triple‐Junction Solar Cell,Solar RRL,journal,2026-06-09,article,en,stability,,experimental,0.0455,Dutch Research Council,1,hybrid,1
10.1002/adma.73663,10.1002/adma.73663,Crystallization Pathway Optimization and High‐Index Facet Stabilization for Perovskite Photovoltaics,Advanced Materials,journal,2026-06-09,article,en,defects,stability,experimental,0.0682,,1,green,0
10.1016/j.jmgm.2026.109480,10.1016/j.jmgm.2026.109480,Theoretical end-cap tailoring of tripodal triazatruxene-based hole transport materials toward enhanced perovskite solar cell performance,Journal of Molecular Graphics and Modelling,journal,2026-06-09,article,en,interfaces,,experimental,0.08,University Of Agriculture Faisalabad,0,closed,0
10.1016/j.jpcs.2026.113897,10.1016/j.jpcs.2026.113897,High-efficiency lead-free SnS2/Cs2SnI6 heterojunction solar cells: A numerical analysis and optimization study,Journal of Physics and Chemistry of Solids,journal,2026-06-09,article,en,composition,,experimental,0.1,Bhavnagar University,0,closed,0
10.1016/j.cej.2026.178217,10.1016/j.cej.2026.178217,"Low-temperature multilayer barrier strategy for wearable, automotive, and outdoor perovskite photovoltaics",Chemical Engineering Journal,journal,2026-06-09,article,en,composition,,experimental,0.0,Chungbuk National University,0,closed,0
10.1021/acsami.6c02373,10.1021/acsami.6c02373,Mitigating Solvent Erosion to Enhance Self-Assembled Monolayer Coverage and Perovskite Solar Cell Performance,ACS Applied Materials & Interfaces,journal,2026-06-09,article,en,interfaces,,experimental,0.36,San’an Optoelectronics (china),0,closed,1
10.1016/j.matlet.2026.141078,10.1016/j.matlet.2026.141078,Numerical simulation of KGeCl3-based perovskite solar cells without a hole transport layer,Materials Letters,journal,2026-06-09,article,en,interfaces,,theory,0.08,Xi'an University Of Science And Technology,0,closed,0
10.1038/s41566-026-01922-2,10.1038/s41566-026-01922-2,Crystallinity-guided hybrid conversion for efficient ultrawide-bandgap perovskites in triple-junction solar cells,Nature Photonics,journal,2026-06-09,article,en,composition,,experimental,0.0,National University Of Singapore,0,closed,0
10.1021/acsami.6c03041,10.1021/acsami.6c03041,Triarylamine-Modified Phenothiazine Small Molecules as Hole-Transporting Materials in Wide-Band-Gap Perovskite Solar Cells,ACS Applied Materials & Interfaces,journal,2026-06-09,article,en,scale_up,,experimental,0.0303,Interdigital (united States),0,hybrid,1
10.5281/zenodo.20611101,10.5281/zenodo.20611101,The Convergence of Spin Physics and Solar Energy: A Comprehensive Analysis of Spintronic Photovoltaics,Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-09,preprint,en,architecture,,experimental,0.0484,,0,green,1
10.1021/acsenergylett.6c01291,10.1021/acsenergylett.6c01291,Precursor-State Preorganization Narrows Crystallization Pathways in Formamidinium-Rich Perovskite Solar Cells,ACS Energy Letters,journal,2026-06-09,article,en,interfaces,composition,experimental,0.1,Sungkyunkwan University,0,closed,1
10.1002/advs.75913,10.1002/advs.75913,Ultrafast Hot‐Carrier Cooling in CsPbBr 3 Supercrystals via Long‐Range Electronic Coupling,Advanced Science,journal,2026-06-09,article,en,composition,,experimental,0.0,Chongqing Normal University,0,gold,0
10.1016/j.cej.2026.178215,10.1016/j.cej.2026.178215,Innovations in functional layers of flexible perovskite solar cells: Progress toward efficient and commercially viable photovoltaics,Chemical Engineering Journal,journal,2026-06-09,article,en,composition,,experimental,0.0,Shenzhen University,0,closed,0
10.1016/j.mseb.2026.119625,10.1016/j.mseb.2026.119625,Machine learning-guided design and strain engineering of lead-free double perovskites for enhanced optoelectronic performance,Materials Science and Engineering B,journal,2026-06-09,article,en,composition,,theory,0.1,Xi'an University Of Architecture And Technology,0,closed,0
10.1016/j.ast.2026.112843,10.1016/j.ast.2026.112843,A review of solar cells technology integration and energy management in drones for flight endurance,Aerospace Science and Technology,journal,2026-06-09,article,en,composition,,review,0.0,King Fahd University Of Petroleum And Minerals,0,closed,0
10.5281/zenodo.20611100,10.5281/zenodo.20611100,The Convergence of Spin Physics and Solar Energy: A Comprehensive Analysis of Spintronic Photovoltaics,Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-09,preprint,en,architecture,,experimental,0.0484,,0,green,1
10.1002/solr.70398,10.1002/solr.70398,Interfacial and Thickness Engineering Enabling 19.67% Efficient Lead‐Free FASnI 3 Perovskite Solar Cells,Solar RRL,journal,2026-06-09,article,en,interfaces,,experimental,0.08,King Abdulaziz University,0,closed,1
10.1021/acsami.6c03041.s001,10.1021/acsami.6c03041.s001,Triarylamine-Modified Phenothiazine Small Molecules as Hole-Transporting Materials in Wide-Band-Gap Perovskite Solar Cells,Figshare,repository,2026-06-09,article,en,interfaces,scale_up,experimental,0.04,,0,green,0
10.1021/acsami.6c02373.s001,10.1021/acsami.6c02373.s001,Mitigating Solvent Erosion to Enhance Self-Assembled Monolayer Coverage and Perovskite Solar Cell Performance,Figshare,repository,2026-06-09,article,en,interfaces,,experimental,0.36,,0,green,0
10.5281/zenodo.21598646,10.5281/zenodo.21598646,Research and Development Proposal for Germanium-Free Perovskite Thermophotovoltaic Solar Cells,Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-09,article,enc,defects,,experimental,0.1136,,0,green,0
10.5281/zenodo.21598647,10.5281/zenodo.21598647,Research and Development Proposal for Germanium-Free Perovskite Thermophotovoltaic Solar Cells,Zenodo (CERN European Organization for Nuclear Research),repository,2026-06-09,article,enc,defects,,experimental,0.1136,,0,green,0
10.1002/eem2.70453,10.1002/eem2.70453,Managing Crystallization in Tin‐Lead Perovskite Solar Cells via Differential Chelating Coordination,Energy & environment materials,journal,2026-06-10,article,en,defects,,experimental,0.1136,University Of Macau,1,hybrid,1
10.1364/optcon.601212,10.1364/optcon.601212,Impact of mixed-halide perovskites and transfer layers on perovskite solar cell performance,Optics Continuum,journal,2026-06-10,article,en,composition,interfaces,theory,0.0833,,0,gold,0
10.1007/s11664-026-12970-3,10.1007/s11664-026-12970-3,Enhanced Photovoltaic Performance in Cs-Rb Dual-Absorber Solar Cells via Synergistic Band Engineering and 2D Buffer Optimization,Journal of Electronic Materials,journal,2026-06-10,article,en,composition,,experimental,0.0333,Begum Rokeya University,0,closed,0
10.1016/j.mtener.2026.102337,10.1016/j.mtener.2026.102337,Synergistic crystallization and defect control in wide-bandgap perovskite films enabled by Pb(SCN)2 additive and surface chemical modification,Materials Today Energy,journal,2026-06-10,article,en,defects,,experimental,0.0909,Xidian University,0,closed,0
10.35848/1347-4065/ae7b42,10.35848/1347-4065/ae7b42,Uniformity of copper iodide hole transport layers prepared via ethanol/iodine solution method on inverted planar perovskite solar cells,Japanese Journal of Applied Physics,journal,2026-06-10,article,en,interfaces,,experimental,0.12,Tokai University,0,hybrid,0
10.1021/acsaem.6c01493,10.1021/acsaem.6c01493,Protic Solvent-Assisted Ligand Regulation for Stable Inverted Perovskite Quantum Dot Solar Cells,ACS Applied Energy Materials,journal,2026-06-10,article,en,architecture,,experimental,0.0645,Nankai University,0,closed,1
10.1021/acs.jpcc.6c00964,10.1021/acs.jpcc.6c00964,Determining the Ideal Lead-Free Perovskite CsSnI 3 Absorber Phase for Photovoltaic Solar Cells: A Deep Density Functional Theory Study,The Journal of Physical Chemistry C,journal,2026-06-10,article,en,composition,,theory,0.1,King Abdulaziz University,0,closed,0
10.1002/pssa.70404,10.1002/pssa.70404,Novel Combination of Inorganic Dual‐Absorber Perovskite Solar Cell (Cs 2 TiI 6 /Cs 2 CuBiCl 6 ): SCAPS‐1D Optimization and Underwater Analysis,physica status solidi (a),journal,2026-06-10,article,en,stability,,theory,0.0758,National,0,closed,0
10.1016/j.solener.2026.114768,10.1016/j.solener.2026.114768,Ionic liquids and covalent organic frameworks for interface engineering in perovskite solar cells,Solar Energy,journal,2026-06-10,article,en,interfaces,,experimental,0.08,,0,closed,0
10.3390/inventions11030059,10.3390/inventions11030059,Robust Multi-Output Prediction of Perovskite Solar Cell Parameters via Multi-Task Learning,Inventions,journal,2026-06-10,article,en,composition,,theory,0.0,American University Of The Middle East,0,gold,0
10.1002/solr.70385,10.1002/solr.70385,Additive‐Mediated (111)‐Facet‐Oriented Perovskite Films via Two‐Step Blade‐Coating for Efficient and Stable Inverted Solar Cells,Solar RRL,journal,2026-06-10,article,en,composition,,experimental,0.0667,University Of Science And Technology Of China,0,closed,1
10.1002/ange.6195416,10.1002/ange.6195416,Boosting Both Chemical and Electrochemical Tandem Steps in Low‐Potential Aldehyde Oxidation for Solar‐Driven Bipolar Hydrogen Production,Angewandte Chemie,journal,2026-06-10,article,en,architecture,scale_up,theory,0.0968,Gannan Normal University,0,closed,0
10.1002/anie.6195416,10.1002/anie.6195416,Boosting Both Chemical and Electrochemical Tandem Steps in Low‐Potential Aldehyde Oxidation for Solar‐Driven Bipolar Hydrogen Production,Angewandte Chemie International Edition,journal,2026-06-10,article,en,architecture,scale_up,theory,0.0968,Gannan Normal University,0,green,1
10.48550/arxiv.2606.11928,10.48550/arxiv.2606.11928,"Spin-Polarized Electronic Structure and Chemical Bonding Data for 2,500+ Halide Double Perovskites",University of Twente Research Information,repository,2026-06-10,preprint,en,composition,,experimental,0.0167,,0,green,1
10.48550/arxiv.2606.12083,10.48550/arxiv.2606.12083,"Multilayer Screening of Double and Conventional Perovskite Solar Cells Using SCAPS-1D and Machine Learning: Optimization of ETL, HTL, and Absorber for High-Efficiency Architectures",arXiv (Cornell University),repository,2026-06-10,preprint,en,interfaces,,theory,0.24,,0,green,1
10.48550/arxiv.2606.12641,10.48550/arxiv.2606.12641,From Loss Diagnosis to Rational Design: A Unified Analytical Model for Photoelectrochemical Cells,arXiv (Cornell University),repository,2026-06-10,preprint,en,,,,,,0,green,0
