work_key,source_month,axis,lens,architecture,field,value,unit,verbatim_anchor
10.1002/smll.202412837,,defects,experimental,unknown,active_area_cm2,0.09,cm2,"As a result, the perovskite solar cells treated with 2‐PyEA achieve impressive power conversion efficiencies (PCEs) of 21.35% and 17.19% for active areas of 0.09"
10.1002/smll.202411259,,defects,experimental,unknown,pce_champion,24.82,%,"Consequently, the champion power conversion efficiency (PCE) of PSCs is increased from 22.19% to 24.82%."
10.1002/smll.202505659,,defects,theory,p-i-n,pce_champion,24.6,%,passivation strategy remarkably improves the photovoltaic performance of perovskite solar cells (PSCs) with p‐i‐n architecture and leads to a champion power conversion efficiency of 24.6%.
10.1002/smll.202506782,,defects,experimental,n-i-p,pce_champion,25.52,%,"As a result, PSCs treated with CMAF achieve a maximum efficiency of 25.52%, along with superior humidity and long‐term operational stability."
10.1002/smll.202506053,,defects,experimental,n-i-p,pce_champion,24.06,%,"A champion ATPN‐treated PSC achieved a power conversion efficiency (PCE) of 24.06%, compared to 22.15% for the control device."
10.1038/s41467-025-59597-2,,scale_up,scale_up,module,active_area_cm2,16,cm2,"Ultimately, we fabricate a scalable mini-module-sized artificial leaf (16 cm2) consisting of a side-by-side/parallel configuration of photoanode and photocathode architecture integrated with a 4 ×"
10.1021/acsenergylett.5c01437,,interfaces,experimental,p-i-n,pce_champion,25.1,%,"Consequently, the optimal i PSCs achieve a champion power conversion efficiency of 25.1, 23.0, and 22.1% with a cell size of 0.06, 0.25, and 1"
10.1021/acsenergylett.5c01437,,interfaces,experimental,p-i-n,active_area_cm2,0.06,cm2,"Consequently, the optimal i PSCs achieve a champion power conversion efficiency of 25.1, 23.0, and 22.1% with a cell size of 0.06, 0.25, and 1"
10.1021/jacs.5c05341,,interfaces,experimental,p-i-n,pce_champion,25.01,%,"Perovskite solar cells (PSCs) also benefit, with PCE rising from 23.84 to 24.17% (NNN-BO) and 25.01% (NSN-BO)."
10.1002/adfm.202502152,,defects,experimental,unknown,pce_champion,20.1,%,"Under standard sunlight conditions, the devices reach a Power Conversion Efficiency (PCE) of 20.1% and a fill factor of 78.5%, among the best performance parameters"
10.1002/adfm.202511549,,defects,theory,unknown,pce_champion,25.36,%,"shows that BTR‐Cl optimizes energy level alignment, reduces surface defects, and significantly suppresses non‐radiative recombination, leading to a champion power conversion efficiency (PCE) of 25.36%"
10.1002/adfm.202510458,,defects,experimental,unknown,pce_champion,26.51,%,"Consequently, NHMS‐treated PSCs achieved a champion power conversion efficiency (PCE) of 26.51% (certified 26.35%), while centimeter‐sized PSCs exhibit an impressive PCE of 25.15%."
10.1002/adfm.202510458,,defects,experimental,unknown,pce_certified,26.35,%,"Consequently, NHMS‐treated PSCs achieved a champion power conversion efficiency (PCE) of 26.51% (certified 26.35%), while centimeter‐sized PSCs exhibit an impressive PCE of 25.15%."
10.1038/s41467-024-55654-4,,architecture,experimental,tandem_2T,pce_champion,26.0,%,This enables monolithic all-perovskite tandem solar cells with a 26.0% power conversion efficiency at 1 cm2 area and a pioneering photovoltaic-electrochemical system with a maximum
10.1038/s41467-024-55654-4,,architecture,experimental,tandem_2T,active_area_cm2,1,cm2,This enables monolithic all-perovskite tandem solar cells with a 26.0% power conversion efficiency at 1 cm2 area and a pioneering photovoltaic-electrochemical system with a maximum
10.1038/s41467-025-56549-8,,architecture,experimental,tandem_2T,pce_champion,29.33,%,"When further integrated with a 1.79-electron volt MA-free wide-bandgap PSC, a 29.33% (certified 28.11%) efficient MA-free APTSCs with a high Voc of 2.22 volts is"
10.1038/s41467-025-56549-8,,architecture,experimental,tandem_2T,pce_certified,28.11,%,"When further integrated with a 1.79-electron volt MA-free wide-bandgap PSC, a 29.33% (certified 28.11%) efficient MA-free APTSCs with a high Voc of 2.22 volts is"
10.1038/s41467-025-58810-6,,architecture,experimental,tandem_2T,pce_champion,28.55,%,Integrating these cells with wide-bandgap PSCs into all-perovskite tandem solar cells yields a high efficiency of 28.55% (certified 28.31%) with negligible hysteresis.
10.1038/s41467-025-58810-6,,architecture,experimental,tandem_2T,pce_certified,28.31,%,Integrating these cells with wide-bandgap PSCs into all-perovskite tandem solar cells yields a high efficiency of 28.55% (certified 28.31%) with negligible hysteresis.
10.1038/s41467-025-59515-6,,architecture,experimental,tandem_2T,pce_champion,28.5,%,"When integrated with narrow bandgap (NBG) subcell, the two-terminal (2T) TSCs achieve an ameliorative PCE of 28.5% and maintain 90% of the initial PCE after"
10.1038/s41467-025-62391-9,,architecture,experimental,tandem_2T,pce_champion,28.44,%,"Meanwhile, the two-terminal all-perovskite tandem solar cells achieve the champion efficiency of 28.44% (certified 27.92%)."
10.1038/s41467-025-62391-9,,architecture,experimental,tandem_2T,pce_certified,27.92,%,"Meanwhile, the two-terminal all-perovskite tandem solar cells achieve the champion efficiency of 28.44% (certified 27.92%)."
10.1038/s41467-025-62389-3,,architecture,experimental,tandem_2T,pce_champion,33.15,%,"Consequently, the developed tandem solar cells demonstrate certified power conversion efficiencies of up to 33.15% in a one square centimeter area, along with improved device"
10.1038/s41467-025-62389-3,,architecture,experimental,tandem_2T,pce_certified,33.15,%,"Consequently, the developed tandem solar cells demonstrate certified power conversion efficiencies of up to 33.15% in a one square centimeter area, along with improved device"
10.1038/s41467-025-67350-y,,architecture,experimental,tandem_2T,pce_champion,30.71,%,"With well-engineered subcells, our champion perovskite/CIGS tandem device achieved a record PCE of 28.04% at 0.51 cm 2 area and 30.71% at 0.15 cm 2"
10.1038/s41467-025-67350-y,,architecture,experimental,tandem_2T,pce_certified,30.1,%,"subcells, our champion perovskite/CIGS tandem device achieved a record PCE of 28.04% at 0.51 cm 2 area and 30.71% at 0.15 cm 2 area (30.1%"
10.1038/s41467-025-67350-y,,architecture,experimental,tandem_2T,active_area_cm2,0.15,cm2,our champion perovskite/CIGS tandem device achieved a record PCE of 28.04% at 0.51 cm 2 area and 30.71% at 0.15 cm 2 area
10.1038/s41467-025-66479-0,,architecture,scale_up,tandem_2T,pce_champion,25.4,%,"This strategy enables flexible TSCs with a power conversion efficiency (PCE) of 25.4% and a proof-of-concept flexible tandem solar mini-module reaches 19.7%, with theoretical modeling"
10.1038/s41467-025-66480-7,,architecture,experimental,tandem_2T,pce_champion,33.5,%,This also derives an efficient two-terminal perovskite-silicon tandem cell with stabilized efficiency of 33.5% and high VOC of 2.02 V.
10.1038/s41467-025-66480-7,,architecture,experimental,tandem_2T,pce_stabilised,33.5,%,This also derives an efficient two-terminal perovskite-silicon tandem cell with stabilized efficiency of 33.5% and high VOC of 2.02 V.
10.1038/s41467-025-66480-7,,architecture,experimental,tandem_2T,t80_h,3200,h,Both the single-junction and tandem devices show noticeable operational stability that the WBG cells maintain 80% of initial efficiency (T80) after over 3200 hours of
10.1002/aenm.202405441,,defects,experimental,unknown,pce_champion,25.33,%,the TAM vapor treatment device demonstrates an enhanced efficiency of 25.33%
10.1002/aenm.202405441,,defects,experimental,unknown,active_area_cm2,14,cm2,perovskite submodules with an active area of 14 cm 2 are successfully assembled with a efficiency of up to 22.17%
10.1002/aenm.202501113,,defects,experimental,unknown,pce_champion,23.55,%,These beneficial effects improve the power conversion efficiencies (PCEs) of PSCs to 23.03% and 23.55% under 1 sun
10.1002/aenm.202504299,,defects,experimental,p-i-n,pce_champion,20.36,%,inverted 1.77 eV wide‐bandgap PSCs achieve a fill factor of 84.43% and a champion efficiency of 20.36%
10.1002/aenm.202503780,,defects,experimental,unknown,pce_champion,26.6,%,the best‐performing PSCs exhibit an efficiency of 26.6% (certified efficiency of 26.3%) under simulated solar illumination
10.1002/aenm.202503780,,defects,experimental,unknown,pce_certified,26.3,%,the best‐performing PSCs exhibit an efficiency of 26.6% (certified efficiency of 26.3%) under simulated solar illumination
10.1002/aenm.202504647,,defects,scale_up,n-i-p,pce_champion,25.73,%,n‐i‐p structured PSCs employing PTAA achieve PCEs of (25.73 ± 0.35)%
10.1002/aenm.202504647,,defects,scale_up,n-i-p,active_area_cm2,15.17,cm2,a 15.17 cm 2 mini‐module delivering (22.96 ± 0.61)% efficiencies
10.1021/acsnano.5c04978,,architecture,experimental,tandem_2T,pce_champion,28.9,%,Integrating the dipole-optimized top subcell into all-perovskite tandem solar cells achieves a champion efficiency of 28.90% alongside a high V OC of 2.158 V
10.1021/acsami.4c19086,,interfaces,experimental,unknown,pce_champion,22.42,%,"the optimal device exhibits an enhanced efficiency of 22.42%, which is much higher than that of the control one of 20.13%"
10.1021/acsami.4c21627,,interfaces,experimental,p-i-n,pce_champion,24.02,%,"the perovskite composition Cs 0.05 (FA 0.98 MA 0.02 ) 0.95 Pb(I 0.95 Br 0.05 ) 3, the device efficiency increased from 21.99% to 24.02%"
10.1021/acsami.5c11948,,interfaces,experimental,p-i-n,pce_champion,24.1,%,"CBZC2/PFN-Br-based PSCs achieved 24.1% efficiency, outperforming CBZC4/PFN-Br and MeO-2PACz"
10.1021/acsami.5c16972,,interfaces,experimental,p-i-n,pce_champion,23.68,%,the Me-4PACz+PCPTFB modified device achieved an excellent photoelectric conversion efficiency (PCE) of 23.68%
10.1021/acsami.5c23107,,interfaces,experimental,p-i-n,pce_champion,24.37,%,This approach enabled the fabricated devices to attain a champion PCE of 24.37%.
10.1021/acsmaterialslett.5c00057,,defects,experimental,unknown,pce_champion,23.05,%,"Optimal passivation was achieved with QLO, resulting in a power conversion efficiency of 23.05% and enhanced stability, retaining 89.0% of initial performance after 1050 h"
10.1002/aenm.202405367,,interfaces,theory,p-i-n,pce_champion,25.4,%,"Consequently, the resulting hybrid SAMs‐modified PSC achieve a champion photoelectric conversion efficiency (PCE) of 25.4% and demonstrated better operational stability."
10.1002/aenm.202501206,,interfaces,scale_up,n-i-p,pce_champion,25.61,%,"These enhancements result in superior device performance, with normal‐structure device achieving an efficiency of 25.61%, surpassing control device with efficiency of 23.43%."
10.1002/aenm.202501206,,interfaces,scale_up,n-i-p,active_area_cm2,18.55,cm2,"Additionally, the PCE of a mini‐module with an active area of 18.55 cm 2 achieved 21.72%, surpassing control device with efficiency of 19.76%."
10.1002/aenm.202502000,,interfaces,scale_up,module,pce_champion,25.9,%,"As a result, the champion PSC achieves an impressive power conversion efficiency of 25.9% with excellent stability."
10.1016/j.cej.2025.171573,,interfaces,experimental,n-i-p,pce_champion,22.2,%,"perovskite grains and energy level matching of perovskite/HTL interface are improved, which increase the PCE of PSCs prepared in air from 20.67 % to 22.20"
10.1002/anie.202504304,,interfaces,experimental,p-i-n,pce_champion,25.54,%,SPPaTFA‐modified PSCs deliver a champion power conversion efficiency of 25.54% with a superior long‐term stability under both light and thermal stress.
10.1002/anie.202502994,,interfaces,experimental,p-i-n,pce_champion,25.0,%,The F16CuPc induced perovskite homojunction solar cells achieved a champion efficiency of 25.0% and it retained over 80% of its initial efficiency for more than
10.1002/anie.202508169,,interfaces,experimental,n-i-p,pce_champion,25.95,%,"Consequently, the incorporation of CIT helps achieve a champion power conversion efficiency (PCE) of 25.95% (0.07065 cm 2 ) in PSC with improved shelf life/light"
10.1002/anie.202508169,,interfaces,experimental,n-i-p,active_area_cm2,0.07065,cm2,"Consequently, the incorporation of CIT helps achieve a champion power conversion efficiency (PCE) of 25.95% (0.07065 cm 2 ) in PSC with improved shelf life/light"
10.1002/anie.202519875,,interfaces,experimental,p-i-n,pce_champion,26.39,%,"Devices employing Zn-PT-COF-modified SAMs exhibit a champion power conversion efficiency of 26.39% (certified as 26.12%) with negligible hysteresis and outstanding operational stability, retaining 95% of"
10.1002/anie.202519875,,interfaces,experimental,p-i-n,pce_certified,26.12,%,"Devices employing Zn-PT-COF-modified SAMs exhibit a champion power conversion efficiency of 26.39% (certified as 26.12%) with negligible hysteresis and outstanding operational stability, retaining 95% of"
10.1002/adfm.202501773,,interfaces,experimental,unknown,pce_champion,25.65,%,achieving a peak efficiency of 25.65%
10.1002/adfm.202418611,,interfaces,experimental,n-i-p,pce_champion,24.77,%,thus resulting in a champion power conversion efficiency (PCE) of 24.77%
10.1002/adfm.202501850,,interfaces,experimental,n-i-p,pce_champion,25.08,%,the best‐performing PSCs obtain a power conversion efficiency of 25.08%
10.1002/adfm.202508510,,interfaces,experimental,p-i-n,pce_champion,25.4,%,demonstrate 25.4% power conversion efficiency with significantly improved reproducibility
10.1002/adfm.202515859,,interfaces,experimental,p-i-n,pce_champion,25.32,%,the PPFES‐tailored PSCs deliver a champion power conversion efficiency (PCE) as high as 25.32%
10.1002/adfm.202522445,,interfaces,experimental,p-i-n,pce_champion,25.48,%,The FDBA‐based PSCs deliver an impressive PCE of 25.48%
10.1002/adfm.202522376,,interfaces,experimental,n-i-p,pce_champion,25.75,%,The MXene‐adjusted perovskite solar cells measured a record PCE of 25.75%
10.1021/acsenergylett.4c03370,,architecture,experimental,tandem_2T,pce_champion,23.87,%,"the Sn–Pb PSCs achieve a power conversion efficiency of 23.87%, the highest reported value for Sn–Pb cells on PTAA"
10.1021/acsenergylett.4c03370,,architecture,experimental,tandem_2T,pce_certified,27.17,%,the all-perovskite tandems deliver an efficiency of 27.61% (certified 27.17%)
10.1021/acsenergylett.5c01995,,architecture,experimental,tandem_2T,pce_champion,28.86,%,the all-perovskite tandem cell with TCEP exhibits a champion PCE of 28.86%
10.1021/acsami.5c09193,,defects,theory,unknown,pce_champion,22,%,the BF 4 – -modified Pc delivers a power conversion efficiency (PCE) exceeding 22% and exhibits superior stability under continuous illumination and thermal stress
10.1002/adma.202511235,,composition,experimental,unknown,pce_champion,26.41,%,"Consequently, PyPAI-optimized PSCs achieve a remarkable PCE of 26.41% with superior environmental and operational stability."
10.1039/d5ta08178e,,interfaces,experimental,unknown,pce_champion,15,%,enabling dense ultrathin perovskite films with suppressed nanoporosity and ∼15% efficient semitransparent ST-PSCs for day–night ambient-light harvesting
10.1021/acs.jpclett.5c03486,,interfaces,experimental,p-i-n,pce_champion,23,%,The resulting PSCs with this hybrid interface achieve a champion efficiency exceeding 23% along with enhanced device stability.
10.1007/s40820-025-01838-6,,scale_up,experimental,unknown,pce_champion,23.0,%,"As a result, a power conversion efficiency (PCE) of 23.0% was achieved on small-area WBG PSCs"
10.1007/s40820-025-01838-6,,scale_up,experimental,unknown,active_area_cm2,10.5,cm2,"while mini-modules with an aperture area of 10.5 cm 2 exhibited a PCE of 20.2%, among the highest reported for solar cells prepared with WBG"
10.1038/s41467-025-67027-6,,defects,experimental,unknown,pce_champion,24.47,%,"the tensile strain-induced modifications in the microstructure and photovoltaic performance of perovskite films, the flexible perovskite solar cells achieve a power conversion efficiency of 24.47%."
10.1021/acsnano.4c16916,,defects,experimental,unknown,pce_champion,22.1,%,"Eventually, the low-temperature printable C-PSCs and modules achieve the highest reported efficiency of 22.1 and 18.0%, respectively"
10.1021/acsnano.5c13163,,interfaces,experimental,unknown,pce_champion,22.67,%,"Consequently, 4PACz-TMABr-based Sn–Pb PSCs achieve a champion power conversion efficiency of 22.67% in small-area devices and 17.61% in 1 cm 2 devices, along with improved"
10.1021/acsnano.5c13163,,interfaces,experimental,unknown,active_area_cm2,1,cm2,17.61% in 1 cm 2 devices
10.1021/acsenergylett.5c02116,,defects,experimental,n-i-p,pce_champion,24.9,%,"The resulting devices exhibit a power conversion efficiency (PCE) of 24.9%, the highest reported for n-i-p HPSCs employing poly(bis(4-phenyl)(2,4,6-trimethylphenyl)amine) as the hole transport layer."
10.1021/acsenergylett.5c02738,,defects,experimental,tandem_2T,pce_champion,21.27,%,"Consequently, the champion WBG PSC delivers V OC = 1.29 V, J SC = 20.0 mA cm –2, FF = 82.8%, and PCE = 21.27%,"
10.1038/s41467-024-55376-7,,architecture,experimental,tandem_2T,pce_champion,25.34,%,"Br with various organic cells benefit from a substantial current gain of >1.5 mA/cm 2 in organic rear cells, achieving a champion efficiency of 25.34%."
10.1002/pip.3920,,defects,experimental,unknown,pce_champion,21.25,%,"The optimal devices demonstrate a remarkable champion photovoltaic conversion efficiency of 21.25%, with a notable improvement of 7.4% compared to the Cs‐FA‐PbI 3 devices."
10.1002/cnl2.70042,,interfaces,experimental,n-i-p,pce_champion,25.82,%,"Consequently, the quality of both SnO 2 and perovskite films is significantly improved, which greatly boosts the power conversion efficiency of small‐size PSCs to 25.82%,"
10.1002/solr.202500173,,defects,review,tandem_2T,pce_champion,30.59,%,"Furthermore, the fabricated perovskite/silicon tandem solar cells achieve an impressive efficiency of 30.59%."
10.1021/acsaem.5c02901,,defects,experimental,n-i-p,pce_champion,18.76,%,"Optimized concentrations (3 mg mL –1 bottom, 2 mg mL –1 top) deliver a champion power conversion efficiency (PCE) of 18.76%, with Voc = 1.1"
10.1021/acsaem.5c03201,,defects,experimental,p-i-n,pce_champion,21.17,%,The optimized inverted PSCs with a 1.7 eV band gap demonstrated an excellent efficiency of 21.17% and retained 83% of their initial efficiency after being
10.1007/s12598-025-03346-3,,interfaces,experimental,p-i-n,pce_champion,22.22,%,"The efficiency of the champion cell was 22.22% at 1.5 AM (0.2 cm 2 ), which was a notable enhancement compared to solar cells of"
10.1007/s12598-025-03346-3,,interfaces,experimental,p-i-n,active_area_cm2,0.2,cm2,"The efficiency of the champion cell was 22.22% at 1.5 AM (0.2 cm 2 ), which was a notable enhancement compared to solar cells of"
10.1007/s40820-025-01846-6,,interfaces,experimental,n-i-p,pce_champion,25.5,%,"generation of diverse charged defects but also serves as an effective electron transport pathway, resulting in improved power conversion efficiency (PCE) from 23.19 to 25.50%"
10.1007/s40820-025-01846-6,,interfaces,experimental,n-i-p,active_area_cm2,1,cm2,"Additionally, the PCEs of the flexible and large-area (1 cm2) devices were increased to 24.92% and 24.01%, respectively, demonstrating the universal applicability of the bilateral"
10.1002/anie.202502950,,defects,experimental,p-i-n,pce_champion,26,%,"Consequently, PSCs employing FuPE:PCBM as the ETL achieve reduced trap‐assisted recombination, enhanced charge carrier extraction, and thus a remarkable power conversion efficiency exceeding 26% alongside"
10.1002/anie.202507182,,defects,experimental,n-i-p,pce_champion,25.25,%,"This leads to an improved electron extraction efficiency, prolonged hot‐carrier cooling, and a champion power conversion efficiency (PCE) of 25.25% (compared to 23.64% for controls),"
10.1002/anie.202509782,,defects,experimental,tandem_2T,pce_champion,32.33,%,"Furthermore, this strategy achieves a 32.33% PCE (31.47% certified stabilized PCE) for a 0.945 cm 2 monolithic perovskite/silicon tandem cell, delivering an ultra‐high 1.992 V"
10.1002/anie.202509782,,defects,experimental,tandem_2T,pce_certified,31.47,%,"Furthermore, this strategy achieves a 32.33% PCE (31.47% certified stabilized PCE) for a 0.945 cm 2 monolithic perovskite/silicon tandem cell, delivering an ultra‐high 1.992 V"
10.1002/anie.202509782,,defects,experimental,tandem_2T,active_area_cm2,0.945,cm2,"Furthermore, this strategy achieves a 32.33% PCE (31.47% certified stabilized PCE) for a 0.945 cm 2 monolithic perovskite/silicon tandem cell, delivering an ultra‐high 1.992 V"
10.1002/anie.202518169,,defects,experimental,p-i-n,pce_champion,19.08,%,"As a result, modified WBG PSCs realized a champion efficiency of 19.08% with reinforced durability."
10.1021/acsami.5c01338,,interfaces,experimental,p-i-n,pce_champion,9.03,%,"Thus, TA-modified Sn-PSCs achieve a champion power conversion efficiency of 9.03%, surpassing 6.92% of the control PSCs."
10.1021/acsami.5c15951,,interfaces,experimental,p-i-n,pce_champion,21.29,%,"As a result, a champion power conversion efficiency (PCE) of 21.29% is achieved for a 1.65 eV bandgap WB-PSC."
10.1021/acsami.5c16155,,interfaces,experimental,n-i-p,pce_champion,19.15,%,"Owing to this dual interface passivation, the device achieves a photovoltaic conversion efficiency of 19.15% with notably enhanced stability, offering a technically feasible pathway with"
10.1002/adfm.202420084,,defects,experimental,unknown,pce_champion,25.28,%,"Consequently, the MC‐based perovskite solar cell (PSC) achieves a champion power conversion efficiency (PCE) of 25.28%, surpassing that of the NC‐treated device, which exhibits a"
10.1002/adfm.202423397,,defects,experimental,module,pce_champion,19.32,%,The optimal CsPbI3 PSM (active area of 12.44 cm2) based on 2D CHEA2PbI4 achieves a record‐high efficiency of 19.32% (certified efficiency of 18.83%) with much
10.1002/adfm.202423397,,defects,experimental,module,pce_certified,18.83,%,The optimal CsPbI3 PSM (active area of 12.44 cm2) based on 2D CHEA2PbI4 achieves a record‐high efficiency of 19.32% (certified efficiency of 18.83%) with much
10.1002/adfm.202423397,,defects,experimental,module,active_area_cm2,12.44,cm2,The optimal CsPbI3 PSM (active area of 12.44 cm2) based on 2D CHEA2PbI4 achieves a record‐high efficiency of 19.32% (certified efficiency of 18.83%) with much
10.1002/adfm.202502422,,defects,experimental,tandem_2T,pce_champion,25.06,%,"Most notably, a PCE of 25.06% is achieved by integrating the perovskite device as a wide‐bandgap subcell into the monolithic perovskite‐organic tandem solar cell."
10.1002/anie.202515860,,interfaces,experimental,p-i-n,pce_champion,15.11,%,"Consequently, the optimized device achieved an impressive power conversion efficiency of 15.11% along with excellent operational stability under various conditions."
10.1002/aenm.202503781,,defects,experimental,p-i-n,pce_champion,26.34,%,"Consequently, NUNB‐treated PSC achieves an excellent power conversion efficiency (PCE) of 26.34% (certified 26.03%), along with outstanding thermal and operational stability."
10.1002/aenm.202503781,,defects,experimental,p-i-n,pce_certified,26.03,%,"Consequently, NUNB‐treated PSC achieves an excellent power conversion efficiency (PCE) of 26.34% (certified 26.03%), along with outstanding thermal and operational stability."
10.1007/s40820-025-01913-y,,defects,experimental,unknown,pce_champion,25,%,"Interestingly, the devices based on 4F-BA demonstrated an efficiency exceeding 25% with greater longevity under various storage conditions compared to 4TF-BA-based and the control devices."
10.1186/s40580-025-00492-3,,architecture,experimental,tandem_2T,pce_champion,21.95,%,"As a result, tandem devices comprising an aluminum back-surface field p-type homojunction Si bottom cell and a p-i-n perovskite top cell achieve 21.95% power conversion"
10.1039/d5ta04259c,,architecture,experimental,tandem_2T,pce_champion,26.56,%,"and noble metal-free charge recombination layer is constructed, which enables the fabrication of monolithic all-perovskite tandem solar cells with an efficiency as high as 26.56%."
10.1002/inf2.12656,,defects,experimental,tandem_2T,pce_champion,27.47,%,"This enables the fabrication of all‐perovskite tandem solar cells with PCEs of 27.47% and 26.27% for aperture areas of 0.0935 and 1.02 cm2, respectively."
10.1002/inf2.12656,,defects,experimental,tandem_2T,pce_certified,21.42,%,"facilitates charge extraction and extends the charge carrier lifetime, resulting in an NBG device with power conversion efficiency (PCE) of 22.04% (certified PCE of 21.42%)"
10.1002/inf2.12656,,defects,experimental,tandem_2T,active_area_cm2,0.0935,cm2,"This enables the fabrication of all‐perovskite tandem solar cells with PCEs of 27.47% and 26.27% for aperture areas of 0.0935 and 1.02 cm2, respectively."
10.1039/d5ee04570c,,defects,experimental,unknown,pce_champion,25.2,%,A bimolecular amine vapor passivation (BAVP) strategy enables 25.2% efficient blade-coated FAPbI 3 solar cells with outstanding thermal stability.
10.1002/smll.202409525,,interfaces,experimental,n-i-p,pce_champion,20.49,%,"based on CsPbI3 with SnO2 ETL show a notable increase in power conversion efficiency, from 17.46% for the device without the MS treatment to 20.49%"
10.1021/acs.jpclett.5c00756,,interfaces,experimental,tandem_4T,pce_champion,23.69,%,achieving a power conversion efficiency (PCE) of 23.69% in a four-terminal (4T) perovskite–organic tandem solar cell (TSC)
10.1021/acsaem.5c01107,,interfaces,experimental,p-i-n,pce_champion,24.9,%,The photovoltaic efficiency of the resulting devices increases from 23.0% to 24.9%
10.1002/smll.202502097,,interfaces,experimental,p-i-n,pce_champion,25.14,%,"inverted solar cells utilizing an FAPbI 3 perovskite layer, prepared under ambient conditions (T≈25 °C, RH≈50%), achieve a power conversion efficiency (PCE) of 25.14%"
10.1002/solr.202500665,,interfaces,experimental,n-i-p,pce_champion,24.7,%,"KPP‐modified PSCs exhibit a champion power conversion efficiency of 24.70%, with an enhanced open‐circuit voltage of 1.17 V and minimal hysteresis"
10.1021/acsami.4c20610,,defects,experimental,p-i-n,pce_champion,21.99,%,The power conversion efficiency (PCE) of the PSCs as high as 21.99% was obtained.
10.1002/aenm.202502639,,scale_up,scale_up,module,pce_champion,20.16,%,the PSM achieves a champion power conversion efficiency (PCE) of 20.16% (active area: 63.09 cm 2 )
10.1002/aenm.202502639,,scale_up,scale_up,module,active_area_cm2,63.09,cm2,the PSM achieves a champion power conversion efficiency (PCE) of 20.16% (active area: 63.09 cm 2 )
10.1126/sciadv.ady3621,,architecture,experimental,tandem_4T,pce_champion,28.46,%,"the corresponding blade-coated two- and four-terminal all-perovskite TSCs demonstrated high PCEs of 27.34 and 28.46%, respectively"
10.1126/sciadv.ady3621,,architecture,experimental,tandem_4T,pce_certified,19.72,%,blade-coated 1.77-electron volt-bandgap perovskite solar cells achieved a power conversion efficiency (PCE) of 20.35% (certified 19.72%)
10.1126/sciadv.ady3621,,architecture,experimental,tandem_4T,active_area_cm2,0.07,cm2,1.77-electron volt-bandgap perovskite solar cells achieved a power conversion efficiency (PCE) of 20.35% (certified 19.72%) with an open-circuit voltage of 1.35 volts for a ~0.07-square
10.1002/cey2.70123,,interfaces,scale_up,unknown,pce_champion,16.06,%,"The optimized devices achieve a power conversion efficiency (PCE) of 16.06%, with an independently certified efficiency of 15.3%"
10.1002/cey2.70123,,interfaces,scale_up,unknown,pce_certified,15.3,%,"The optimized devices achieve a power conversion efficiency (PCE) of 16.06%, with an independently certified efficiency of 15.3%"
10.1038/s41467-025-58047-3,,interfaces,experimental,tandem_2T,pce_champion,26.05,%,"The resulting perovskite/organic TSCs achieve a power conversion efficiency (PCE) of 26.05%, with an open-circuit voltage of 2.21 V (certified at 2.216 V)"
10.1021/acsnano.5c07208,,interfaces,scale_up,p-i-n,pce_champion,25.49,%,"the champion device achieves an improved PCE of 25.49%, with a V OC of 1.172 V, a J SC of 25.54 mA cm –2, and"
10.1021/acsnano.5c07208,,interfaces,scale_up,p-i-n,pce_certified,22.09,%,the mini-module device achieved a champion efficiency of 22.09% (certified efficiency) with an active area of 8.5 cm 2
10.1021/acsnano.5c07208,,interfaces,scale_up,p-i-n,active_area_cm2,8.5,cm2,the mini-module device achieved a champion efficiency of 22.09% (certified efficiency) with an active area of 8.5 cm 2
10.1021/acsnano.5c09464,,defects,experimental,unknown,pce_champion,26.04,%,"The rigid and flexible PSCs delivered power conversion efficiencies of 26.04 and 24.16%, respectively."
10.1021/acssuschemeng.5c01482,,defects,experimental,unknown,pce_champion,13.33,%,"the open-circuit voltage of the BNa3Ac device exhibits a significant increase from 857 to 906 mV, generating a champion power conversion efficiency of 13.33%"
10.1002/adma.202507730,,stability,experimental,p-i-n,pce_champion,26.47,%,"Incorporating this modified NiO x into inverted devices, a champion power conversion efficiency (PCE) of 26.47% is achieved"
10.1002/adma.202513600,,stability,experimental,p-i-n,pce_champion,26.67,%,the PSCs achieve high PCEs of up to 26.67% and 21.05% for small‐area devices (active area: 0.049 cm 2 ) and large‐area modules (active area:
10.1002/adma.202513600,,stability,experimental,p-i-n,active_area_cm2,0.049,cm2,the PSCs achieve high PCEs of up to 26.67% and 21.05% for small‐area devices (active area: 0.049 cm 2 ) and large‐area modules (active area:
10.1002/adma.202511062,,stability,experimental,unknown,pce_champion,25.78,%,Methylamine-free PSC fabricated using this approach achieved a power conversion efficiency of 25.78%.
10.1002/adma.202517573,,stability,experimental,p-i-n,pce_champion,26.44,%,PSCs with INPs exhibit high efficiency of 26.44% with good operational stability under ISOS-L-2 protocol
10.1002/adfm.202519377,,stability,experimental,unknown,pce_champion,25.49,%,The power conversion efficiencyof TECP‐encapsulated devices remains virtually unchanged (25.49% before versus 25.41% after encapsulation)
10.1021/acsenergylett.5c00457,,interfaces,experimental,p-i-n,pce_champion,24.17,%,"A champion efficiency of 24.17% was achieved for 1.56 eV bandgap PSCs, outperforming non-cross-linked counterparts (22.02%)."
